,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,KineticEnergy,Potential,Energy
357,7.1423,-1.99731396,-0.04736565,-0.11342844,0.99865491,-0.04736565,1.99731396,0.99865491,0.11342844,1.99731396,0.04736565,0.11342844,-0.99865491,0.04736565,-1.99731396,-0.99865491,-0.11342844,2.02035528,-19.1624909,-17.14213562
358,7.1623,-1.99910331,-0.02738279,-0.06551683,0.99955113,-0.02738279,1.99910331,0.99955113,0.06551683,1.99910331,0.02738279,0.06551683,-0.99955112,0.02738279,-1.99910331,-0.99955112,-0.06551683,2.00678982,-19.14892544,-17.14213562
359,7.1823,-1.99993492,-0.00738681,-0.01764832,0.99996736,-0.00738681,1.99993492,0.99996736,0.01764831,1.99993492,0.00738681,0.01764831,-0.99996736,0.00738681,-1.99993492,-0.99996736,-0.01764832,2.00049236,-19.14262798,-17.14213562
360,7.2024,-1.99980629,0.0127127,0.03044791,0.99990331,0.0127127,1.99980629,0.99990331,-0.03044792,1.99980629,-0.0127127,-0.03044792,-0.99990331,-0.0127127,-1.99980629,-0.99990331,0.03044791,2.00146741,-19.14360303,-17.14213562
361,7.2224,-1.99871862,0.03270613,0.07832488,0.99935943,0.03270613,1.99871862,0.99935943,-0.07832488,1.99871862,-0.03270613,-0.07832488,-0.99935943,-0.03270613,-1.99871862,-0.99935943,0.07832488,2.00970811,-19.15184373,-17.14213562
362,7.2424,-1.99667295,0.05268388,0.12625341,0.998335,0.05268388,1.99667295,0.998335,-0.12625341,1.99667295,-0.05268387,-0.12625341,-0.99833499,-0.05268387,-1.99667295,-0.99833499,0.12625341,2.02522537,-19.167361,-17.14213562
363,7.2624,-1.99366793,0.07263631,0.1742652,0.996827,0.07263631,1.99366793,0.996827,-0.17426521,1.99366793,-0.0726363,-0.17426521,-0.996827,-0.0726363,-1.99366793,-0.996827,0.1742652,2.04806486,-19.19020048,-17.14213562
364,7.2824,-1.98970157,0.0925537,0.22239229,0.99483098,0.0925537,1.98970157,0.99483098,-0.22239229,1.98970157,-0.0925537,-0.22239229,-0.99483098,-0.0925537,-1.98970157,-0.99483098,0.22239229,2.07829403,-19.22042965,-17.14213562
365,7.3024,-1.98477125,0.11242625,0.27066709,0.99234101,0.11242625,1.98477125,0.99234101,-0.27066709,1.98477125,-0.11242625,-0.27066709,-0.99234101,-0.11242625,-1.98477125,-0.99234101,0.27066709,2.11600271,-19.25813834,-17.14213562
366,7.3224,-1.97887369,0.132244,0.31912255,0.98934964,0.132244,1.97887368,0.98934964,-0.31912256,1.97887368,-0.132244,-0.31912256,-0.98934963,-0.132244,-1.97887369,-0.98934963,0.31912255,2.16130381,-19.30343943,-17.14213562
367,7.3424,-1.97200492,0.15199684,0.36779231,0.98584781,0.15199684,1.97200492,0.98584781,-0.36779232,1.97200492,-0.15199683,-0.36779232,-0.98584781,-0.15199683,-1.97200492,-0.98584781,0.36779231,2.21433418,-19.3564698,-17.14213562
368,7.3624,-1.96416034,0.17167444,0.41671077,0.98182484,0.17167444,1.96416033,0.98182484,-0.41671077,1.96416033,-0.17167444,-0.41671077,-0.98182484,-0.17167444,-1.96416034,-0.98182484,0.41671077,2.27525578,-19.4173914,-17.14213562
369,7.3824,-1.9553346,0.19126627,0.46591325,0.9772683,0.19126627,1.9553346,0.9772683,-0.46591326,1.9553346,-0.19126627,-0.46591326,-0.97726829,-0.19126627,-1.9553346,-0.97726829,0.46591325,2.34425696,-19.48639259,-17.14213562
370,7.4024,-1.94552167,0.21076152,0.51543617,0.97216388,0.21076152,1.94552167,0.97216388,-0.51543617,1.94552167,-0.21076152,-0.51543617,-0.97216388,-0.21076152,-1.94552167,-0.97216388,0.51543617,2.4215541,-19.56368972,-17.14213562
371,7.4224,-1.93471477,0.23014907,0.56531714,0.96649533,0.23014907,1.93471476,0.96649533,-0.56531714,1.93471476,-0.23014906,-0.56531714,-0.96649533,-0.23014906,-1.93471477,-0.96649533,0.56531714,2.5073934,-19.64952902,-17.14213562
372,7.4424,-1.92290634,0.24941745,0.6155952,0.96024428,0.24941745,1.92290633,0.96024428,-0.6155952,1.92290633,-0.24941745,-0.6155952,-0.96024428,-0.24941745,-1.92290634,-0.96024428,0.6155952,2.60205306,-19.74418868,-17.14213562
373,7.4624,-1.91008804,0.26855482,0.66631092,0.95339008,0.26855482,1.91008804,0.95339008,-0.66631093,1.91008804,-0.26855482,-0.66631093,-0.95339008,-0.26855482,-1.91008804,-0.95339008,0.66631092,2.7058458,-19.84798142,-17.14213562
374,7.4824,-1.8962507,0.28754888,0.71750669,0.94590961,0.28754888,1.8962507,0.94590961,-0.71750669,1.8962507,-0.28754888,-0.71750669,-0.94590961,-0.28754888,-1.8962507,-0.94590961,0.71750669,2.81912168,-19.9612573,-17.14213562
375,7.5025,-1.88130734,0.30648063,0.76948683,0.93773471,0.30648063,1.88130734,0.93773471,-0.76948684,1.88130734,-0.30648063,-0.76948684,-0.93773471,-0.30648063,-1.88130734,-0.93773471,0.76948683,2.94291274,-20.08504836,-17.14213562
376,7.5225,-1.86539566,0.32514832,0.82178089,0.92891785,0.32514832,1.86539565,0.92891785,-0.8217809,1.86539565,-0.32514832,-0.8217809,-0.92891785,-0.32514832,-1.86539566,-0.92891785,0.82178089,3.07642443,-20.21856005,-17.14213562
377,7.5425,-1.84843197,0.34363259,0.87469517,0.91938803,0.34363259,1.84843197,0.91938803,-0.87469517,1.84843197,-0.34363259,-0.87469517,-0.91938803,-0.34363259,-1.84843197,-0.91938803,0.87469517,3.22073199,-20.36286761,-17.14213562
378,7.5625,-1.83040337,0.36191885,0.92828146,0.90910969,0.36191885,1.83040337,0.90910969,-0.92828147,1.83040337,-0.36191885,-0.92828147,-0.90910969,-0.36191885,-1.83040337,-0.90910969,0.92828146,3.37637381,-20.51850943,-17.14213562
379,7.5825,-1.81129587,0.37999173,0.98259463,0.89804333,0.37999173,1.81129587,0.89804333,-0.98259464,1.81129586,-0.37999173,-0.98259464,-0.89804333,-0.37999173,-1.81129587,-0.89804333,0.98259463,3.54394806,-20.68608368,-17.14213562
380,7.6025,-1.79109435,0.39783504,1.03769297,0.88614504,0.39783504,1.79109435,0.88614504,-1.03769297,1.79109435,-0.39783504,-1.03769297,-0.88614504,-0.39783504,-1.79109435,-0.88614504,1.03769297,3.72411947,-20.86625509,-17.14213561
381,7.6225,-1.7697825,0.41543166,1.09363857,0.87336603,0.41543166,1.7697825,0.87336603,-1.09363857,1.7697825,-0.41543166,-1.09363857,-0.87336603,-0.41543166,-1.7697825,-0.87336603,1.09363857,3.91762708,-21.05976269,-17.14213561
382,7.6425,-1.74734272,0.43276345,1.15049778,0.85965198,0.43276345,1.74734272,0.85965198,-1.15049778,1.74734272,-0.43276344,-1.15049778,-0.85965197,-0.43276344,-1.74734272,-0.85965197,1.15049778,4.12529331,-21.26742892,-17.14213561
383,7.6625,-1.72375603,0.44981111,1.20834168,0.84494237,0.44981111,1.72375602,0.84494237,-1.20834169,1.72375602,-0.4498111,-1.20834169,-0.84494236,-0.4498111,-1.72375603,-0.84494236,1.20834168,4.34803446,-21.49017007,-17.14213561
384,7.6825,-1.69900198,0.46655406,1.26724668,0.82916968,0.46655406,1.69900198,0.82916968,-1.26724669,1.69900198,-0.46655405,-1.26724669,-0.82916967,-0.46655405,-1.69900198,-0.82916967,1.26724668,4.58687303,-21.72900864,-17.14213561
385,7.7025,-1.67305854,0.4829703,1.3272951,0.81225842,0.4829703,1.67305854,0.81225842,-1.3272951,1.67305854,-0.4829703,-1.3272951,-0.81225842,-0.4829703,-1.67305854,-0.81225842,1.3272951,4.84295205,-21.98508766,-17.14213561
386,7.7225,-1.64590196,0.49903624,1.3885759,0.79412403,0.49903624,1.64590196,0.79412403,-1.38857591,1.64590196,-0.49903624,-1.38857591,-0.79412403,-0.49903624,-1.64590196,-0.79412403,1.3885759,5.11755204,-22.25968764,-17.14213561
387,7.7425,-1.61750665,0.51472648,1.45118553,0.77467155,0.51472648,1.61750664,0.77467155,-1.45118554,1.61750664,-0.51472648,-1.45118554,-0.77467155,-0.51472648,-1.61750665,-0.77467155,1.45118553,5.41211094,-22.55424654,-17.1421356
388,7.7625,-1.58784498,0.53001361,1.51522885,0.75379405,0.53001361,1.58784498,0.75379405,-1.51522885,1.58784498,-0.5300136,-1.51522885,-0.75379404,-0.5300136,-1.58784498,-0.75379404,1.51522885,5.72824786,-22.87038346,-17.1421356
389,7.7825,-1.55688718,0.54486794,1.58082017,0.73137077,0.54486794,1.55688717,0.73137077,-1.58082018,1.55688717,-0.54486794,-1.58082018,-0.73137077,-0.54486794,-1.55688718,-0.73137077,1.58082017,6.06779126,-23.20992685,-17.1421356
390,7.8026,-1.5244362,0.55932795,1.64842532,0.7071399,0.55932795,1.5244362,0.7071399,-1.64842533,1.5244362,-0.55932794,-1.64842533,-0.70713989,-0.55932794,-1.5244362,-0.70713989,1.64842532,6.43470575,-23.57684135,-17.14213559
391,7.8226,-1.49077999,0.57321441,1.71750943,0.68118626,0.57321441,1.49077999,0.68118626,-1.71750943,1.49077999,-0.57321441,-1.71750943,-0.68118625,-0.57321441,-1.49077999,-0.68118625,1.71750943,6.82770672,-23.96984231,-17.14213559
392,7.8426,-1.45572275,0.58656196,1.78855566,0.65321594,0.58656196,1.45572274,0.65321594,-1.78855567,1.45572274,-0.58656195,-1.78855567,-0.65321593,-0.58656195,-1.45572275,-0.65321593,1.78855566,7.25124485,-24.39338043,-17.14213558
393,7.8626,-1.41922358,0.59932826,1.86173092,0.62302521,0.59932826,1.41922357,0.62302521,-1.86173093,1.41922357,-0.59932825,-1.86173093,-0.6230252,-0.59932825,-1.41922358,-0.6230252,1.86173092,7.70840488,-24.85054046,-17.14213558
394,7.8826,-1.38123809,0.61146661,1.93722014,0.59037945,0.61146661,1.38123808,0.59037945,-1.93722015,1.38123808,-0.6114666,-1.93722015,-0.59037944,-0.6114666,-1.38123809,-0.59037944,1.93722014,8.20273955,-25.34487512,-17.14213557
395,7.9026,-1.34171798,0.62292527,2.01522896,0.55500708,0.62292527,1.34171798,0.55500708,-2.01522896,1.34171798,-0.62292526,-2.01522896,-0.55500707,-0.62292526,-1.34171798,-0.55500707,2.01522896,8.73836124,-25.8804968,-17.14213557
396,7.9226,-1.30061061,0.63364662,2.09598683,0.516592,0.63364662,1.30061061,0.516592,-2.09598683,1.30061061,-0.63364661,-2.09598683,-0.516592,-0.63364661,-1.30061061,-0.516592,2.09598683,9.32005619,-26.46219174,-17.14213556
397,7.9426,-1.25785848,0.64356621,2.1797507,0.47476415,0.64356621,1.25785847,0.47476415,-2.1797507,1.25785847,-0.6435662,-2.1797507,-0.47476415,-0.6435662,-1.25785848,-0.47476415,2.1797507,9.95342824,-27.09556378,-17.14213555
398,7.9626,-1.21339863,0.65261154,2.26680934,0.4290874,0.65261154,1.21339862,0.4290874,-2.26680934,1.21339862,-0.65261154,-2.26680934,-0.4290874,-0.65261154,-1.21339863,-0.4290874,2.26680934,10.64508117,-27.78721671,-17.14213553
399,7.9826,-1.16716198,0.66070062,2.35748845,0.37904416,0.66070062,1.16716197,0.37904416,-2.35748845,1.16716197,-0.66070061,-2.35748845,-0.37904415,-0.66070061,-1.16716198,-0.37904415,2.35748845,11.40285253,-28.54498805,-17.14213552
400,8.0026,-1.11907251,0.6677401,2.45215667,0.32401535,0.6677401,1.1190725,0.32401535,-2.45215667,1.1190725,-0.6677401,-2.45215667,-0.32401534,-0.6677401,-1.11907251,-0.32401534,2.45215667,12.23611655,-29.37825205,-17.1421355
401,8.0226,-1.06904634,0.67362305,2.55123263,0.26325416,0.67362305,1.06904633,0.26325416,-2.55123263,1.06904633,-0.67362305,-2.55123263,-0.26325415,-0.67362305,-1.06904634,-0.26325415,2.55123263,13.15618137,-30.29831685,-17.14213548
402,8.0426,-1.01699065,0.67822604,2.65519313,0.19585126,0.67822604,1.01699065,0.19585126,-2.65519313,1.01699065,-0.67822603,-2.65519313,-0.19585125,-0.67822603,-1.01699065,-0.19585125,2.65519313,14.17681654,-31.31895199,-17.14213545
403,8.0626,-0.96280244,0.68140543,2.76458245,0.12068781,0.68140543,0.96280243,0.12068781,-2.76458246,0.96280243,-0.68140542,-2.76458246,-0.1206878,-0.68140542,-0.96280244,-0.1206878,2.76458245,15.31496341,-32.45709883,-17.14213542
404,8.0826,-0.90636704,0.68299261,2.88002265,0.03637138,0.68299261,0.90636703,0.03637138,-2.88002266,0.90636703,-0.68299261,-2.88002266,-0.03637137,-0.68299261,-0.90636704,-0.03637137,2.88002265,16.59170671,-33.73384209,-17.14213538
405,8.1027,-0.84725623,0.68278176,3.00285336,-0.05936043,0.68278176,0.84725622,-0.05936043,-3.00285337,0.84725622,-0.68278175,-3.00285337,0.05936044,-0.68278175,-0.84725623,0.05936044,3.00285336,18.04130399,-35.18343931,-17.14213532
406,8.1227,-0.78591441,0.68053419,3.13266381,-0.16781066,0.68053419,0.7859144,-0.16781066,-3.13266382,0.7859144,-0.68053418,-3.13266382,0.16781067,-0.68053418,-0.78591441,0.16781067,3.13266381,19.68348604,-36.8256213,-17.14213525
407,8.1427,-0.72189314,0.6759623,3.27095735,-0.29234775,0.6759623,0.72189314,-0.29234775,-3.27095736,0.72189314,-0.67596229,-3.27095736,0.29234776,-0.67596229,-0.72189314,0.29234776,3.27095735,21.56925844,-38.7113936,-17.14213516
408,8.1627,-0.65501289,0.66870756,3.41873583,-0.43683792,0.66870756,0.65501289,-0.43683792,-3.41873584,0.65501289,-0.66870755,-3.41873584,0.43683793,-0.66870755,-0.65501289,0.43683793,3.41873583,23.75716415,-40.89929918,-17.14213504
409,8.1827,-0.58507345,0.65832137,3.57705245,-0.60650517,0.65832137,0.58507344,-0.60650517,-3.57705247,0.58507344,-0.65832137,-3.57705247,0.60650518,-0.65832137,-0.58507345,0.60650518,3.57705245,26.32630567,-43.46844054,-17.14213487
410,8.2027,-0.51185386,0.64423199,3.74690005,-0.80857622,0.64423199,0.51185385,-0.80857622,-3.74690007,0.51185385,-0.64423198,-3.74690007,0.80857624,-0.64423198,-0.51185386,0.80857624,3.74690005,29.38611112,-46.52824574,-17.14213463
411,8.2227,-0.43511598,0.62569487,3.92893826,-1.05332036,0.62569487,0.43511597,-1.05332036,-3.92893828,0.43511597,-0.62569487,-3.92893828,1.05332038,-0.62569487,-0.43511598,1.05332038,3.92893826,33.09207952,-50.2342138,-17.14213428
412,8.2427,-0.35461669,0.60171607,4.12284663,-1.35578234,0.60171607,0.35461668,-1.35578234,-4.12284665,0.35461668,-0.60171606,-4.12284665,1.35578236,-0.60171606,-0.35461669,1.35578236,4.12284663,37.67202035,-54.81415411,-17.14213376
413,8.2627,-0.27014072,0.57092957,4.32577288,-1.73876657,0.57092957,0.27014071,-1.73876657,-4.32577291,0.27014071,-0.57092956,-4.32577291,1.73876659,-0.57092956,-0.27014072,1.7387666,4.32577288,43.47124074,-60.61337372,-17.14213297
414,8.2827,-0.18158401,0.5313945,4.52847153,-2.23810914,0.5313945,0.181584,-2.23810914,-4.52847156,0.181584,-0.53139449,-4.52847156,2.23810918,-0.53139449,-0.18158401,2.23810918,4.52847153,51.03237434,-68.17450609,-17.14213176
415,8.3027,-0.08916654,0.48025004,4.70514982,-2.91194869,0.48025004,0.08916652,-2.91194869,-4.70514986,0.08916652,-0.48025003,-4.70514986,2.91194873,-0.48025003,-0.08916654,2.91194873,4.70514982,61.23576064,-78.3778906,-17.14212995
416,8.3227,0.00600168,0.41313278,4.78505537,-3.85504772,0.41313278,-0.00600169,-3.85504772,-4.78505543,-0.00600169,-0.41313277,-4.78505543,3.85504778,-0.41313277,0.00600168,3.85504778,4.78505537,75.51629666,-92.65842469,-17.14212803
417,8.3427,0.10034222,0.3233382,4.57053361,-5.20390971,0.3233382,-0.10034224,-5.20390971,-4.5705337,-0.10034224,-0.32333819,-4.57053371,5.20390981,-0.32333819,0.10034222,5.20390981,4.57053361,95.94090937,-113.08304057,-17.14213121
418,8.3627,0.18350741,0.2018051,3.54061094,-7.00509356,0.2018051,-0.18350743,-7.00509356,-3.5406111,-0.18350743,-0.20180509,-3.54061111,7.00509373,-0.20180509,0.18350741,7.00509373,3.54061094,123.21452668,-140.35669459,-17.14216791
419,8.3827,0.23093329,0.0448572,0.91253005,-8.48325639,0.0448572,-0.23093331,-8.48325639,-0.91253038,-0.23093331,-0.04485718,-0.91253039,8.48325672,-0.04485718,0.23093329,8.48325672,0.91253005,145.5967064,-162.73896675,-17.14226034
420,8.4028,0.21480567,-0.12396202,-2.39191728,-7.93039077,-0.12396202,-0.2148057,-7.93039078,2.39191668,-0.2148057,0.12396205,2.39191668,7.93039137,0.12396205,0.21480567,7.93039137,-2.39191728,137.22473882,-154.36695513,-17.14221631
421,8.4228,0.14614257,-0.26465493,-4.18922431,-6.09884567,-0.26465493,-0.14614261,-6.09884568,4.18922346,-0.14614261,0.26465497,4.18922346,6.09884653,0.26465497,0.14614257,6.09884653,-4.18922432,109.49104114,-126.63318366,-17.14214252
422,8.4428,0.05559553,-0.36979509,-4.73231449,-4.49700269,-0.36979509,-0.05559559,-4.49700269,4.73231345,-0.05559559,0.36979515,4.73231344,4.49700374,0.36979515,0.05559553,4.49700374,-4.7323145,85.23566681,-102.37779498,-17.14212817
423,8.4628,-0.03986461,-0.44769256,-4.76663802,-3.36108762,-0.44769256,0.03986452,-3.36108762,4.76663683,0.03986452,0.44769265,4.76663682,3.36108882,0.44769265,-0.03986461,3.36108883,-4.76663803,68.03549274,-85.1776216,-17.14212885
424,8.4828,-0.13394938,-0.50647518,-4.62643079,-2.56195536,-0.50647518,0.13394927,-2.56195536,4.62642948,0.13394927,0.50647529,4.62642947,2.56195668,0.50647529,-0.13394938,2.56195669,-4.6264308,55.93494895,-73.07707985,-17.14213089
425,8.5028,-0.22457701,-0.55161535,-4.43224674,-1.9810364,-0.55161535,0.22457687,-1.9810364,4.43224533,0.22457687,0.55161549,4.43224532,1.98103782,0.55161549,-0.22457701,1.98103783,-4.43224676,47.13862594,-64.28075835,-17.14213241
426,8.5228,-0.31117499,-0.58666368,-4.22760762,-1.54313063,-0.58666368,0.31117482,-1.54313063,4.22760612,0.31117482,0.58666385,4.2276061,1.54313214,0.58666385,-0.31117499,1.54313215,-4.22760763,40.50782861,-57.649962,-17.1421334
427,8.5428,-0.39371953,-0.61398398,-4.02838882,-1.20229224,-0.61398398,0.39371933,-1.20229224,4.02838725,0.39371933,0.61398418,4.02838723,1.20229383,0.61398418,-0.39371953,1.20229383,-4.02838883,35.3468374,-52.48897144,-17.14213404
428,8.5628,-0.47238379,-0.63520884,-3.8400342,-0.92980183,-0.63520884,0.47238356,-0.92980183,3.84003256,0.47238356,0.63520907,3.84003254,0.92980349,0.63520907,-0.47238379,0.92980349,-3.84003422,31.2207787,-48.36291316,-17.14213446
429,8.5828,-0.54740263,-0.65150641,-3.6638919,-0.70706385,-0.65150641,0.54740237,-0.70706385,3.66389019,0.54740237,0.65150668,3.66389017,0.70706557,0.65150668,-0.54740264,0.70706558,-3.66389191,27.84807614,-44.99021089,-17.14213475
430,8.6028,-0.6190192,-0.66373908,-3.49969283,-0.52160313,-0.66373908,0.61901891,-0.52160313,3.49969107,0.6190189,0.66373938,3.49969105,0.52160491,0.66373938,-0.61901921,0.52160491,-3.49969285,25.039829,-42.18196396,-17.14213496
431,8.6228,-0.6874642,-0.67256088,-3.34656723,-0.36477473,-0.67256088,0.68746387,-0.36477473,3.34656541,0.68746386,0.67256121,3.34656539,0.36477657,0.67256121,-0.6874642,0.36477657,-3.34656724,22.66513478,-39.80726988,-17.1421351
432,8.6428,-0.75294876,-0.67847948,-3.20347229,-0.23041344,-0.67847948,0.75294839,-0.23041344,3.20347041,0.75294838,0.67847986,3.2034704,0.23041533,0.67847986,-0.75294876,0.23041533,-3.2034723,20.63063897,-37.77277418,-17.14213521
433,8.6628,-0.81566303,-0.68189688,-3.06937127,-0.11401021,-0.68189688,0.81566262,-0.11401021,3.06936934,0.81566262,0.6818973,3.06936933,0.11401215,0.6818973,-0.81566304,0.11401215,-3.06937128,18.86806526,-36.01020055,-17.14213529
434,8.6828,-0.87577714,-0.68313696,-2.94330399,-0.01219357,-0.68313696,0.8757767,-0.01219357,2.94330201,0.87577669,0.68313741,2.943302,0.01219556,0.68313741,-0.87577715,0.01219556,-2.943304,17.32636252,-34.46849787,-17.14213535
435,8.7029,-0.9337254,-0.68245682,-2.82383155,0.0780292,-0.68245683,0.93372491,0.0780292,2.82382953,0.93372491,0.68245732,2.82382952,-0.07802717,0.68245732,-0.9337254,-0.07802717,-2.82383156,15.96021465,-33.10235005,-17.1421354
436,8.7229,-0.98906741,-0.68008365,-2.71137927,0.15776108,-0.68008365,0.98906688,0.15776108,2.71137721,0.98906687,0.68008418,2.71137719,-0.15775901,0.68008418,-0.98906741,-0.157759,-2.71137928,14.75292035,-31.89505579,-17.14213544
437,8.7429,-1.04221883,-0.67620261,-2.60466884,0.22904715,-0.67620262,1.04221826,0.22904715,2.60466674,1.04221825,0.67620319,2.60466672,-0.22904503,0.67620319,-1.04221883,-0.22904503,-2.60466886,13.67351281,-30.81564828,-17.14213547
438,8.7629,-1.09328853,-0.67096967,-2.50311689,0.29313919,-0.67096967,1.09328792,0.29313919,2.50311474,1.09328792,0.67097029,2.50311472,-0.29313703,0.67097029,-1.09328854,-0.29313702,-2.5031169,12.70303742,-29.84517292,-17.14213549
439,8.7829,-1.14237447,-0.66451822,-2.40621274,0.35104871,-0.66451822,1.14237382,0.35104871,2.40621055,1.14237381,0.66451888,2.40621054,-0.35104651,0.66451889,-1.14237448,-0.35104651,-2.40621275,11.82617784,-28.96831335,-17.14213551
440,8.8029,-1.18956503,-0.65696339,-2.31350864,0.40360206,-0.6569634,1.18956433,0.40360206,2.31350641,1.18956432,0.6569641,2.31350639,-0.40359982,0.6569641,-1.18956504,-0.40359982,-2.31350865,11.03042155,-28.17255708,-17.14213553
441,8.8229,-1.23494018,-0.64840528,-2.22461089,0.45148101,-0.64840528,1.23493944,0.45148101,2.22460862,1.23493943,0.64840603,2.22460861,-0.45147873,0.64840603,-1.23494019,-0.45147872,-2.2246109,10.30544524,-27.44758078,-17.14213554
442,8.8429,-1.27857252,-0.63893151,-2.13917228,0.49525308,-0.63893151,1.27857173,0.49525308,2.13916997,1.27857172,0.63893231,2.13916996,-0.49525076,0.63893231,-1.27857252,-0.49525076,-2.13917229,9.64265515,-26.7847907,-17.14213555
443,8.8629,-1.32052808,-0.62861934,-2.05688554,0.53539461,-0.62861934,1.32052724,0.53539461,2.05688319,1.32052724,0.62862018,2.05688318,-0.53539226,0.62862019,-1.32052809,-0.53539225,-2.05688555,9.03483883,-26.1769744,-17.14213556
444,8.8829,-1.36086713,-0.61753723,-1.97747775,0.57230833,-0.61753723,1.36086624,0.57230833,1.97747537,1.36086623,0.61753812,1.97747536,-0.57230594,0.61753813,-1.36086713,-0.57230594,-1.97747776,8.47589801,-25.61803358,-17.14213557
445,8.9029,-1.39964476,-0.60574623,-1.90070568,0.60633709,-0.60574623,1.39964382,0.60633709,1.90070325,1.39964381,0.60574717,1.90070324,-0.60633466,0.60574717,-1.39964476,-0.60633466,-1.90070569,7.96064131,-25.10277688,-17.14213558
446,8.9229,-1.43691147,-0.59330101,-1.82635171,0.63777457,-0.59330102,1.43691048,0.63777457,1.82634925,1.43691048,0.593302,1.82634923,-0.6377721,0.59330201,-1.43691147,-0.6377721,-1.82635172,7.48462177,-24.62675735,-17.14213558
447,8.9429,-1.47271364,-0.58025083,-1.7542205,0.66687378,-0.58025083,1.4727126,0.66687378,1.75421801,1.4727126,0.58025186,1.75421799,-0.66687127,0.58025187,-1.47271364,-0.66687127,-1.75422051,7.04400831,-24.1861439,-17.14213559
448,8.9629,-1.50709393,-0.56664018,-1.6841361,0.69385384,-0.56664019,1.50709285,0.69385384,1.68413356,1.50709284,0.56664127,1.68413355,-0.69385129,0.56664128,-1.50709394,-0.69385129,-1.68413611,6.63548301,-23.7776186,-17.14213559
449,8.9829,-1.54009166,-0.55250952,-1.61593943,0.71890543,-0.55250953,1.54009053,0.71890543,1.61593686,1.54009052,0.55251066,1.61593685,-0.71890285,0.55251067,-1.54009167,-0.71890285,-1.61593944,6.2561585,-23.39829409,-17.1421356
450,9.003,-1.57189806,-0.53782148,-1.54915814,0.74230752,-0.53782148,1.57189687,0.74230752,1.54915553,1.57189687,0.53782268,1.54915552,-0.7423049,0.53782268,-1.57189807,-0.7423049,-1.54915815,5.9018108,-23.0439464,-17.1421356
451,9.023,-1.60223031,-0.52275609,-1.48432494,0.76397411,-0.52275609,1.60222907,0.76397411,1.4843223,1.60222906,0.52275733,1.48432228,-0.76397145,0.52275733,-1.60223031,-0.76397145,-1.48432495,5.57374202,-22.71587763,-17.1421356
452,9.043,-1.631281,-0.50727242,-1.42098361,0.7841547,-0.50727242,1.63127971,0.7841547,1.42098093,1.6312797,0.50727372,1.42098092,-0.78415201,0.50727372,-1.63128101,-0.78415201,-1.42098362,5.26817419,-22.41030979,-17.1421356
453,9.063,-1.65907886,-0.49139904,-1.35902451,0.80296316,-0.49139905,1.65907752,0.80296316,1.35902179,1.65907751,0.4914004,1.35902178,-0.80296043,0.4914004,-1.65907887,-0.80296043,-1.35902452,4.98338315,-22.12551875,-17.14213561
454,9.083,-1.68565052,-0.47516237,-1.29834695,0.82050046,-0.47516237,1.68564912,0.82050046,1.2983442,1.68564911,0.47516377,1.29834419,-0.8204977,0.47516378,-1.68565053,-0.8204977,-1.29834697,4.71783995,-21.85997556,-17.14213561
455,9.103,-1.71102066,-0.4585869,-1.23885819,0.83685641,-0.4585869,1.71101921,0.83685641,1.2388554,1.7110192,0.45858836,1.23885539,-0.8368536,0.45858836,-1.71102067,-0.8368536,-1.2388582,4.47018491,-21.61232052,-17.14213561
456,9.123,-1.7352122,-0.44169545,-1.18047253,0.85211105,-0.44169545,1.73521069,0.85211105,1.18046971,1.73521068,0.44169697,1.18046969,-0.85210821,0.44169697,-1.73521221,-0.85210821,-1.18047255,4.23920576,-21.38134138,-17.14213561
457,9.143,-1.75824639,-0.42450932,-1.1231106,0.86633593,-0.42450932,1.75824482,0.86633593,1.12310773,1.75824481,0.4245109,1.12310772,-0.86633305,0.4245109,-1.7582464,-0.86633305,-1.12311061,4.02381927,-21.16595489,-17.14213561
458,9.163,-1.78014296,-0.40704845,-1.0666986,0.8795951,-0.40704845,1.78014133,0.8795951,1.0666957,1.78014132,0.40705009,1.06669569,-0.87959218,0.40705009,-1.78014297,-0.87959218,-1.06669861,3.82305556,-20.96519117,-17.14213561
459,9.183,-1.80092021,-0.38933157,-1.01116781,0.891946,-0.38933157,1.80091852,0.891946,1.01116486,1.80091851,0.38933326,1.01116485,-0.89194305,0.38933327,-1.80092022,-0.89194305,-1.01116782,3.63604479,-20.7781804,-17.14213562
460,9.203,-1.82059511,-0.37137632,-0.95645396,0.90344023,-0.37137632,1.82059337,0.90344023,0.95645098,1.82059336,0.37137807,0.95645097,-0.90343724,0.37137808,-1.82059512,-0.90343724,-0.95645397,3.46200575,-20.60414137,-17.14213562
461,9.223,-1.83918341,-0.35319936,-0.90249684,0.91412418,-0.35319936,1.83918161,0.91412418,0.90249382,1.8391816,0.35320117,0.90249381,-0.91412114,0.35320118,-1.83918342,-0.91412114,-0.90249686,3.30023613,-20.44237175,-17.14213562
462,9.243,-1.85669966,-0.33481648,-0.84923986,0.92403956,-0.33481648,1.85669779,0.92403956,0.8492368,1.85669778,0.33481835,0.84923679,-0.92403649,0.33481835,-1.85669966,-0.92403649,-0.84923988,3.15010403,-20.29223965,-17.14213562
