,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,KineticEnergy,Potential,Energy
0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,200.0,20000.0,-20000.0,0.0
1,0.02002,7.29e-05,1.856e-05,0.0066651,0.00254504,4.27098041,3.81841865,-66.65099533,174.54961302,17455.21579655,-17455.21565354,0.00014301
2,0.04005,0.00023875,0.00010999,0.00935392,0.00646386,2.61248212,6.91010841,-93.53915236,135.3613754,13536.78387338,-13536.78366111,0.00021227
3,0.06008,0.00043419,0.00026975,0.00997519,0.00929596,0.65810726,9.31854832,-99.7518571,107.04037023,10704.96652358,-10704.96630949,0.00021409
4,0.0801,0.000634,0.00047597,0.00992986,0.0111823,-1.34002328,11.26033345,-99.29862135,88.17699091,8818.81719396,-8818.81698462,0.00020934
5,0.10013,0.00083062,0.00071375,0.0096862,0.01248546,-3.30615166,12.88851579,-96.86201242,75.14541785,7515.79018352,-7515.78997756,0.00020596
6,0.12016,0.00102172,0.00097376,0.00939357,0.01342941,-5.21723572,14.29443258,-93.93570861,65.70594333,6571.93711071,-6571.93690679,0.00020392
7,0.14018,0.00120684,0.00125006,0.00910176,0.01414223,-7.06841575,15.53540811,-91.01756298,58.57774895,5859.18894451,-5859.18874182,0.00020269
8,0.16021,0.00138636,0.00153913,0.00882673,0.01469987,-8.86361447,16.65072597,-88.26733648,53.00130908,5301.60071352,-5301.60051161,0.00020191
9,0.18024,0.00156058,0.00183821,0.00857301,0.01514815,-10.60583606,17.66590683,-85.73011028,48.51847113,4853.36174016,-4853.36153876,0.0002014
10,0.20026,0.00172986,0.00214528,0.00834069,0.01551661,-12.29855287,18.59922517,-83.40685713,44.8339253,4484.94399798,-4484.94379692,0.00020106
11,0.22029,0.00189476,0.00245926,0.00812797,0.01582546,-13.94757591,19.46544814,-81.27974372,41.74536184,4176.11853356,-4176.11833275,0.00020082
12,0.24032,0.00205558,0.00277894,0.00793302,0.01608829,-15.55580463,20.2746092,-79.33015844,39.11711602,3913.32023101,-3913.32003037,0.00020064
13,0.26034,0.00221258,0.00310335,0.00775392,0.01631481,-17.12581942,21.03452264,-77.53916626,36.85194151,3686.82542891,-3686.82522839,0.00020052
14,0.28037,0.00236622,0.00343216,0.00758868,0.01651244,-18.66216174,21.75243924,-75.88681623,34.87557514,3489.20855377,-3489.20835335,0.00020042
15,0.3004,0.00251667,0.00376468,0.0074358,0.01668647,-20.16666928,22.43321137,-74.35795136,33.13525102,3315.19354289,-3315.19334254,0.00020035
16,0.32042,0.00266409,0.00410032,0.00729392,0.01684096,-21.64094234,23.08082003,-72.93923753,31.59044503,3160.72838955,-3160.72818927,0.00020029
17,0.34045,0.00280885,0.00443905,0.00716171,0.01697924,-23.08852112,23.69947824,-71.61713244,30.20755111,3022.45282572,-3022.45262548,0.00020024
18,0.36048,0.00295105,0.00478041,0.00703819,0.01710379,-24.51050433,24.29185082,-70.38189396,28.96206238,2897.91640646,-2897.91620625,0.00020021
19,0.3805,0.00309078,0.00512398,0.0069225,0.01721657,-25.90784679,24.86020138,-69.22502556,27.83425042,2785.14648756,-2785.14628739,0.00020018
20,0.40053,0.00322834,0.00546987,0.00681375,0.01731934,-27.28342195,25.40727317,-68.13752807,26.80657925,2682.38964556,-2682.38944541,0.00020015
21,0.42056,0.00336379,0.00581773,0.00671132,0.01741338,-28.63785758,25.93465522,-67.1131779,25.86619581,2588.36070483,-2588.3605047,0.00020013
22,0.44058,0.00349717,0.00616723,0.00661465,0.01749976,-29.97169613,26.4437311,-66.14649546,25.00239532,2501.98929289,-2501.98909277,0.00020012
23,0.46061,0.00362874,0.00651856,0.00652313,0.0175795,-31.28736205,26.93643882,-65.23130812,24.20503968,2422.26170178,-2422.26150168,0.0002001
