,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,xPosition5,yPosition5,xVelocity5,yVelocity5,xPosition6,yPosition6,xVelocity6,yVelocity6,xPosition7,yPosition7,xVelocity7,yVelocity7,xPosition8,yPosition8,xVelocity8,yVelocity8,xPosition9,yPosition9,xVelocity9,yVelocity9,KineticEnergy,Potential,Energy
22,0.44,-1.78414009,0.39132528,0.89300903,0.88938001,2.90738862,1.15806688,-1.40148485,-3.19813416,-3.80862868,-7.9033332,-16.64160226,-21.05278071,1.6934329,3.62024461,-0.29630746,-0.87406491,-7.55879581,-1.37008783,-1.06058047,0.78373071,6.3609072,2.13812863,-0.24136803,-1.15138488,3.87727526,0.02103415,0.34632499,-6.95414074,2.20186918,6.57143089,1.65763154,0.22088717,2.83589674,0.67084734,-2.98053278,5.97924925,6.07479468,3.90234323,19.72491029,25.35725827,932.94608072,-108.99174792,823.95433281
23,0.46,-1.76595709,0.40919577,0.92536095,0.8977242,2.87765399,1.08290482,-1.66668758,-4.5235927,-4.14142032,-8.32426518,-16.63758816,-21.04058282,1.6878817,3.60236165,-0.25918544,-0.91436013,-7.5798457,-1.3543961,-1.04447683,0.78544532,6.35545676,2.11546486,-0.30155852,-1.1188968,3.88268347,-0.11637909,0.20150199,-6.78994803,2.23508837,6.57533139,1.66428808,0.16943346,2.77951342,0.80101377,-2.57107372,7.24488089,6.4689454,4.4087681,19.68941922,25.2898966,941.83286939,-117.87205128,823.9608181
24,0.48,-1.7471227,0.42723634,0.95815519,0.90638231,2.80624569,0.95205038,-12.79279655,-7.43776145,-4.47413317,-8.74496277,-16.63372035,-21.02932718,1.68305231,3.58366234,-0.22403357,-0.95584151,-7.6005775,-1.33866974,-1.0287662,0.78719982,6.34889058,2.09325367,-0.35448449,-1.10443133,3.88555979,-0.25067421,0.09057276,-6.64226756,2.26843936,6.57821919,1.67074314,0.11962136,2.76727185,0.98580178,8.6604042,10.1120987,6.86237381,4.91408303,19.65392587,25.24432683,1095.67983636,-274.96223495,820.71760141
25,0.5,-1.7276276,0.44545284,0.99144994,0.9153124,2.60433635,1.01632101,-7.10979996,4.55936781,-4.80677,-9.16544396,-16.62998337,-21.01892852,1.67891158,3.56411561,-0.19024842,-0.99917564,-7.62099872,-1.32290768,-1.01341194,0.78901961,6.34128961,2.07122272,-0.40546936,-1.09986507,3.88645334,-0.38217681,0.00200887,-6.51031943,2.30191427,6.58012676,1.67662443,0.07138977,2.88736255,0.9746655,3.05655054,-1.91815712,7.25512862,5.41862401,19.62227926,25.21135621,937.21817799,-113.25683382,823.96134418
26,0.52,-1.70746067,0.46385072,1.02534977,0.92452424,2.47870422,1.10388353,-5.70599013,4.21332054,-5.13933333,-9.58572511,-16.62637016,-21.0093112,1.67543465,3.54367914,-0.15761924,-1.04493286,-7.64111609,-1.30710841,-0.99837553,0.79092256,6.33267502,2.04922305,-0.45594217,-1.10077946,3.88574657,-0.51116487,-0.07042404,-6.39023622,2.33549852,6.58108421,1.68163625,0.0245734,2.93255759,0.93969098,1.71283344,-1.59398395,7.64729352,5.92258676,19.59490181,25.18590295,920.81775619,-96.86415511,823.95360108
27,0.54,-1.68660921,0.48243581,1.05991064,0.9340373,2.37123513,1.18565781,-5.10409805,3.98078022,-5.47182561,-10.00582115,-16.62287759,-21.00040694,1.67260052,3.52229807,-0.12593807,-1.0937297,-7.66093561,-1.29127015,-0.98362136,0.79291852,6.32305335,2.02717103,-0.50619313,-1.10481237,3.88371424,-0.63785031,-0.13109888,-6.27980562,2.36917275,6.58111755,1.68560362,-0.02106147,2.96064399,0.91016939,1.15691923,-1.37319381,8.03895044,6.42609195,19.57139359,25.16527386,913.68301012,-89.73028957,823.95272055
28,0.56,-1.66505951,0.50121434,1.09518273,0.94387085,2.27293848,1.26362856,-4.75200567,3.82634501,-5.80424923,-10.42574571,-16.61950438,-20.9921531,1.67039178,3.49990607,-0.09506381,-1.14611846,-7.6804626,-1.27539102,-0.96911644,0.79501104,6.31242855,2.00501866,-0.55625359,-1.11065114,3.88056258,-0.76241271,-0.18273081,-6.17774727,2.40291529,6.58024803,1.68846414,-0.06575111,2.98036332,0.88431402,0.83982132,-1.2207847,8.43017134,6.92921976,19.55120652,25.14797887,909.27367281,-85.3211887,823.95248411
29,0.58,-1.64279686,0.52019294,1.13121374,0.95404974,2.18039657,1.33903399,-4.51617983,3.72083428,-6.13660657,-10.84551122,-16.61625001,-20.9844922,1.66879301,3.47642562,-0.06493861,-1.2026767,-7.69970173,-1.25946908,-0.95483108,0.79719916,6.30080463,1.98273812,-0.60610009,-1.11753157,3.87645237,-0.88500918,-0.22722461,-6.08305915,2.43670404,6.57849242,1.69023272,-0.10970121,2.99493725,0.861079,0.63026105,-1.10776394,8.82101729,7.43202738,19.53381673,25.13314159,906.14323262,-82.1908409,823.95239172
30,0.6,-1.61980561,0.53937883,1.1680497,0.9646052,2.09186094,1.41268496,-4.34584823,3.64907697,-6.46890002,-11.26512899,-16.61311386,-20.97737163,1.66778909,3.45176699,-0.03559134,-1.26405321,-7.71865713,-1.24350245,-0.9407392,0.79947883,6.28818613,1.9603136,-0.65570863,-1.1249883,3.87151163,-1.00577846,-0.26598743,-5.99489864,2.47051772,6.5758638,1.69096811,-0.15307511,3.00595769,0.83984367,0.47920492,-1.01898329,9.21153954,7.93455805,19.51876594,25.12020919,903.76445197,-79.81210489,823.95234708
31,0.62,-1.59606922,0.5587799,1.20573555,0.97557509,2.00629074,1.48516554,-4.21673724,3.60276858,-6.80113191,-11.68460935,-16.61009488,-20.97074336,1.66736337,3.42582645,-0.00714874,-1.33100475,-7.73733243,-1.22748936,-0.92681816,0.801844,6.27457795,1.93773673,-0.70506696,-1.13272709,3.86584382,-1.12484369,-0.3000884,-5.91254075,2.50433641,6.57237242,1.69074794,-0.1959951,3.01434037,0.82021544,0.36380371,-0.94598444,9.60178089,8.43684591,19.50566719,25.10880782,901.89160258,-77.93928015,823.95232243
32,0.64,-1.57157024,0.57840489,1.24431542,0.98700406,1.9230078,1.55693312,-4.11540373,3.57719204,-7.13330458,-12.10396171,-16.6071914,-20.96456367,1.66749551,3.39848377,0.02014144,-1.40443308,-7.75573086,-1.21142816,-0.91304862,0.80428749,6.25998512,1.91500393,-0.75417526,-1.14055639,3.85953356,-1.24231448,-0.33035489,-5.83535675,2.53814182,6.56802643,1.68965309,-0.23854916,3.02066481,0.80193348,0.27186443,-0.88369342,9.99177707,8.93891874,19.49419951,25.09866887,900.39214097,-76.43983337,823.9523076
33,0.66,-1.54629037,0.59826346,1.28383271,0.99894377,1.84154583,1.6283733,-4.03351535,3.56971631,-7.46542032,-12.52319462,-16.60440112,-20.95879291,1.66815869,3.36959887,0.04587086,-1.48542641,-7.77385528,-1.19531739,-0.89941411,0.80680158,6.24441254,1.89211473,-0.80304397,-1.14834871,3.85265078,-1.35828871,-0.35743596,-5.76279951,2.57191723,6.56283248,1.68775941,-0.28079879,3.02532293,0.78481817,0.1962484,-0.82888508,10.38155796,9.4407997,19.48409912,25.08958977,899.18781144,-75.23551323,823.95229821
34,0.68,-1.52021042,0.61836642,1.32432968,1.01145314,1.76157627,1.69983346,-3.96534213,3.57906702,-7.79748136,-12.9423159,-16.6017212,-20.95339521,1.66931583,3.33900767,0.06940693,-1.57530762,-7.79170823,-1.17915568,-0.88590075,0.80937847,6.22786483,1.8690708,-0.8516914,-1.15601795,3.84525386,-1.47285404,-0.38184646,-5.69439201,2.60564733,6.55679622,1.685134,-0.32278588,3.02859321,0.76874274,0.13248121,-0.77941211,10.77114868,9.94250832,19.47515011,25.08141215,898.23003012,-74.27773796,823.95229216
35,0.7,-1.49331039,0.63872582,1.36584691,1.0245986,1.68287041,1.7716458,-3.90647014,3.60495913,-8.12948988,-13.36133269,-16.59914835,-20.94833816,1.67091413,3.30651682,0.08979311,-1.67568934,-7.80929203,-1.16294188,-0.87249686,0.81201056,6.21034619,1.84587523,-0.90014181,-1.16350551,3.83739192,-1.58608921,-0.40399877,-5.62971756,2.6393181,6.5499226,1.6818342,-0.36453804,3.03068111,0.75361618,0.07760586,-0.73378868,11.16057044,10.44406133,19.46717584,25.074009,897.48825359,-73.53596529,823.95228831
36,0.72,-1.4655695,0.65935509,1.40842212,1.03845418,1.60528141,1.84414511,-3.85301658,3.64791024,-8.46144798,-13.7802515,-16.59667892,-20.94359254,1.67287722,3.27189732,0.10559422,-1.78853179,-7.82660877,-1.14667494,-0.85919263,0.81469063,6.19186028,1.82253206,-0.94842388,-1.17077161,3.82910669,-1.69806514,-0.42422608,-5.56841141,2.67291654,6.54221614,1.67790796,-0.40607247,3.03174288,0.73937272,0.02958225,-0.69095178,11.54984123,10.94547314,19.46003153,25.06727654,896.94395081,-72.99166484,823.95228598
37,0.74,-1.43696625,0.68026925,1.45208865,1.05310139,1.52873984,1.91768362,-3.8010311,3.70913815,-8.7933577,-14.19907829,-16.59430904,-20.93913201,1.67509333,3.23487712,0.11465765,-1.91618945,-7.84366035,-1.13035398,-0.84597988,0.81741197,6.17241014,1.79904602,-0.9965697,-1.17778954,3.82043386,-1.80884593,-0.44279971,-5.51015352,2.70643052,6.53368109,1.67339469,-0.44739864,3.03190018,0.72596484,-0.01304962,-0.65011715,11.93897642,11.44675628,19.45359806,25.06112881,896.58716864,-72.63488398,823.95228466
38,0.76,-1.40747852,0.70148499,1.49687326,1.06862863,1.45326071,1.9926442,-3.74591226,3.79046575,-9.12522098,-14.61781852,-16.5920347,-20.93493283,1.67739756,3.19513301,0.11374792,-2.06141056,-7.86044853,-1.11397823,-0.83285177,0.82016841,6.15199817,1.77542224,-1.04461405,-1.18454203,3.81140421,-1.91848967,-0.45994236,-5.45466232,2.73984864,6.52432156,1.66832636,-0.48852015,3.03124952,0.71335871,-0.05136943,-0.61068873,12.32798922,11.9479217,19.44777703,25.05549384,896.41418909,-72.46190527,823.95228382
39,0.78,-1.37708377,0.72302087,1.54279333,1.08512981,1.37896318,2.06945077,-3.68172277,3.89412789,-9.45703969,-15.0364772,-16.58985182,-20.93097362,1.67954511,3.15228385,0.09800172,-2.2272058,-7.87697494,-1.09754705,-0.81980262,0.82295433,6.13062601,1.75166617,-1.09259381,-1.1910187,3.80204446,-2.02704916,-0.47583815,-5.40168928,2.77316005,6.51414165,1.6627284,-0.52943592,3.02986856,0.70153106,-0.08620095,-0.5721996,12.71689103,12.44897903,19.44248669,25.0503109,896.42519212,-72.47290955,823.95228257
40,0.8,-1.3457592,0.74489731,1.5898534,1.10270162,1.30610548,2.14857246,-3.60033148,4.022288,-9.78881563,-15.45505893,-16.58775633,-20.92723509,1.68117147,3.10588889,0.06016419,-2.41640526,-7.89324113,-1.0810599,-0.80682775,0.82576467,6.10829459,1.72778336,-1.14054762,-1.19721453,3.79237795,-2.13457252,-0.49064043,-5.35101435,2.80635438,6.50314552,1.65662042,-0.57014103,3.02782033,0.690467,-0.11819314,-0.53427237,13.10569176,12.9499368,19.43765874,25.04552834,896.62064166,-72.66836235,823.95227931
41,0.82,-1.31348212,0.76713668,1.63804151,1.12143906,1.2351386,2.23051232,-3.49043235,4.17590419,-10.1205505,-15.87356795,-16.5857442,-20.92369984,1.68173546,3.05546099,-0.01032512,-2.63054968,-7.90924852,-1.06451633,-0.79392333,0.82859484,6.08500401,1.70377946,-1.18851538,-1.20312878,3.78242525,-2.24110371,-0.50447793,-5.30244199,2.83942157,6.49133746,1.65001663,-0.61062747,3.02515617,0.68015853,-0.14787567,-0.49659234,13.49440007,13.45080254,19.43323585,25.04110201,896.99441058,-73.04213954,823.95227104
42,0.84,-1.28023025,0.7897632,1.68732594,1.14142819,1.16677778,2.31576224,-3.3368726,4.35236768,-10.45224593,-16.29200817,-16.5838115,-20.92035216,1.68044574,3.00051328,-0.12795493,-2.8675412,-7.92499851,-1.047916,-0.7810863,0.83144073,6.06075361,1.67966007,-1.23653772,-1.20876454,3.77220452,-2.34668301,-0.51745967,-5.2557978,2.87235181,6.47872194,1.64292587,-0.65088491,3.02191766,0.67060347,-0.17569863,-0.45888991,13.88302356,13.95158299,19.42916954,25.03699392,897.52077778,-73.56852488,823.95225291
43,0.86,-1.24598214,0.81280259,1.73765456,1.16273616,1.10207413,2.40469346,-3.12164841,4.54138903,-10.78390346,-16.71038319,-16.5819544,-20.91717781,1.67618781,2.94066998,-0.31011117,-3.11753006,-7.94049241,-1.03125862,-0.76831426,0.83429853,6.03554187,1.65543069,-1.28465509,-1.21412837,3.76173193,-2.4513474,-0.52967885,-5.21092576,2.90513539,6.46530366,1.63535118,-0.6909019,3.01813793,0.66180465,-0.20206222,-0.42093107,14.27156895,14.45228419,19.42541866,25.03317124,898.13320073,-74.18098133,823.9522194
44,0.88,-1.21071757,0.83628166,1.78895977,1.18539927,1.04242793,2.497352,-2.82928852,4.72000381,-11.11552458,-17.12869635,-16.5801692,-20.91416394,1.66751011,2.87587256,-0.57167329,-3.35790858,-7.9557315,-1.014544,-0.75560541,0.83716472,6.00936651,1.63109667,-1.33290633,-1.21923019,3.7510219,-2.55513089,-0.54121611,-5.16768599,2.93776262,6.45108754,1.62728919,-0.73066786,3.0138424,0.65376926,-0.22733813,-0.38251668,14.66004217,14.95291155,19.42194803,25.02960544,898.70074144,-74.74857089,823.95217055
45,0.9,-1.17441771,0.86022755,1.84117339,1.20941308,0.98942881,2.59318242,-2.45878357,4.85169818,-11.44711068,-17.54695074,-16.57845238,-20.91129884,1.65278333,2.80665782,-0.91308584,-3.55241631,-7.97071703,-0.997772,-0.7429584,0.8400359,5.98222449,1.60666314,-1.3813268,-1.2240827,3.74008735,-2.65806486,-0.55214202,-5.12595325,2.97022365,6.43607867,1.61872953,-0.77017602,3.00904927,0.64650806,-0.25188135,-0.34349169,15.04844853,15.45346995,19.41872744,25.02627165,899.02928187,-75.07715926,823.95212261
46,0.92,-1.13706489,0.88466687,1.89425293,1.23473206,0.94442772,2.69084805,-2.03640798,4.8981532,-11.77866311,-17.96514922,-16.57680052,-20.90857191,1.63062762,2.73433991,-1.30756437,-3.66286483,-7.98545024,-0.98094255,-0.73037218,0.84290872,5.95411212,1.58213493,-1.42994663,-1.22870002,3.72893987,-2.7601783,-0.56251885,-5.08561603,3.00250838,6.42028221,1.60965522,-0.80942672,3.00376978,0.6400343,-0.27602843,-0.30376254,15.43679276,15.95396381,19.41573081,25.02314805,898.9290456,-74.97693998,823.95210562
47,0.94,-1.09864176,0.90962504,1.94821281,1.26128485,0.90798145,2.7884189,-1.61264667,4.84214742,-12.11018312,-18.38329447,-16.57521039,-20.90597345,1.60046658,2.66082495,-1.70421747,-3.67203935,-7.99993232,-0.96405566,-0.71784573,0.84577987,5.92502514,1.55751661,-1.47879021,-1.23309539,3.71758988,-2.86149812,-0.57240151,-5.04657594,3.0346063,6.40370325,1.60004482,-0.84842966,2.99800875,0.63436236,-0.30008115,-0.26331378,15.8250791,16.45439714,19.41293551,25.02021543,898.33255846,-74.38042572,823.95213274
