,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,xPosition2,yPosition2,xVelocity2,yVelocity2,xPosition3,yPosition3,xVelocity3,yVelocity3,xPosition4,yPosition4,xVelocity4,yVelocity4,xPosition5,yPosition5,xVelocity5,yVelocity5,xPosition6,yPosition6,xVelocity6,yVelocity6,xPosition7,yPosition7,xVelocity7,yVelocity7,xPosition8,yPosition8,xVelocity8,yVelocity8,xPosition9,yPosition9,xVelocity9,yVelocity9,KineticEnergy,Potential,Energy
20,0.4008,-1.80820138,0.34819672,0.95260613,0.76538029,2.9418021,1.32407637,-1.77872549,-1.50495237,1.17075718,-2.84426415,1.80142491,-0.83221882,1.70216054,3.65554238,-0.44907385,-0.77948771,-7.51630713,-1.39987489,-1.08740467,0.79296606,6.37534604,2.18768047,0.20859429,-1.28892054,3.87840037,0.84105176,0.69148097,-1.18172045,2.13619458,6.56154787,1.62737031,0.33774941,3.06245903,0.31501121,-3.03873312,3.47395649,0.85738868,-1.78896775,1.07246052,0.21724763,21.16086512,-118.16891392,-97.00804881
21,0.42084,-1.788617,0.3634535,1.00201205,0.75730075,2.90776075,1.29117744,-1.6196542,-1.7850543,1.20649491,-2.85890341,1.7652604,-0.62977265,1.69347302,3.63941854,-0.41794248,-0.82991931,-7.53790739,-1.38394375,-1.06833018,0.79695899,6.3788133,2.16162934,0.13745305,-1.3109246,3.88874222,0.81722358,0.34080801,-1.19375157,2.16880717,6.56778514,1.62730524,0.28480676,3.00286581,0.38775745,-2.90776704,3.79004225,0.87956719,-1.78559783,1.14085515,0.12031367,21.84165303,-118.84980952,-97.00815649
22,0.44088,-1.76803705,0.37855131,1.05196973,0.74951649,2.87685835,1.25216599,-1.46479553,-2.12052161,1.24150917,-2.86953829,1.72914995,-0.43225405,1.68540943,3.62226933,-0.38680659,-0.88183189,-7.5591266,-1.36793311,-1.04937518,0.80090152,6.38085567,2.13514142,0.0663889,-1.33250696,3.89206887,0.79331838,-0.00853036,-1.18904042,2.20141405,6.57296583,1.62680254,0.23229913,2.94593715,0.46716176,-2.77357532,4.14361907,0.90311097,-1.78410263,1.20877186,0.02981873,23.18798687,-120.19643494,-97.00844807
23,0.46092,-1.7464501,0.39349613,1.10251873,0.74203277,2.84904764,1.20550564,-1.31061263,-2.55987063,1.27579685,-2.87624884,1.69268199,-0.23783873,1.67796989,3.60406432,-0.35565909,-0.9353021,-7.57996713,-1.35184395,-1.03053704,0.80479462,6.38147472,2.1082255,-0.00459373,-1.35363466,3.88841334,0.76968907,-0.35592842,-1.16606674,2.23400663,6.57709848,1.62588252,0.18020893,2.89169436,0.55438577,-2.64029555,4.58176921,0.9280138,-1.78437212,1.27654322,-0.05609267,25.63035985,-122.63953915,-97.0091793
24,0.48096,-1.7238439,0.40829403,1.15369725,0.73485553,2.82433159,1.14812934,-1.15650765,-3.22163932,1.30934688,-2.87908068,1.6554682,-0.04489657,1.67115484,3.58477138,-0.32447722,-0.99042619,-7.60043129,-1.33567726,-1.01181333,0.80863912,6.38067214,2.08089103,-0.07548888,-1.37427029,3.87781884,0.74670744,-0.7010064,-1.12440712,2.26657676,6.58019126,1.62456454,0.12851666,2.84009805,0.6521048,-2.50894278,5.22271242,0.9542761,-1.78633134,1.34450627,-0.13908423,30.39914456,-127.41058238,-97.01143782
25,0.501,-1.70020547,0.42295123,1.20554119,0.72799134,2.8025441,1.07221466,-1.03204518,-4.56250736,1.34214045,-2.87804783,1.61712139,0.14811427,1.66496537,3.56435614,-0.29321553,-1.04733357,-7.62052136,-1.31943401,-0.99320177,0.81243579,6.37844976,2.0531483,-0.1462881,-1.39437339,3.86033267,0.72474452,-1.04375417,-1.06457276,2.29911664,6.58225194,1.62286678,0.07720028,2.79127247,0.76775266,-2.35005712,6.52377138,0.98190535,-1.7899376,1.41303252,-0.22072599,43.14355488,-140.16855144,-97.02499656
26,0.52104,-1.67552116,0.43747406,1.25807971,0.72144759,2.74446333,0.92519805,-15.28112672,-2.21958635,1.37415084,-2.87313349,1.57723812,0.34274178,1.65940389,3.542781,-0.2617777,-1.10623288,-7.64023955,-1.30311515,-0.97470038,0.81618525,6.37480966,2.0250084,-0.21697296,-1.41389903,3.83599824,0.70414771,-1.38447666,-0.98872703,2.33161883,6.58328778,1.62080581,0.02623244,2.78439877,0.95353106,12.18036166,4.12441647,1.01091715,-1.79517943,1.48256913,-0.30257825,210.64305439,-311.7796967,-101.13664231
27,0.54108,-1.64977671,0.45186897,1.31135972,0.71522326,2.56854499,0.93659602,-6.76198131,1.02495354,1.40534295,-2.86428867,1.53536932,0.54067212,1.65447606,3.52000288,-0.22995877,-1.16742654,-7.65958807,-1.28672162,-0.95630659,0.81988788,6.36975409,1.99648345,-0.28757402,-1.4327989,3.80484159,0.6852186,-1.72665147,-0.89682642,2.36407625,6.5833054,1.61840117,-0.02442403,2.90099132,0.97961137,3.94363278,0.8068952,1.04133754,-1.8020764,1.55370916,-0.38615611,40.98291022,-138.00359335,-97.02068313
28,0.56112,-1.62295619,0.46614244,1.36548851,0.70933142,2.44680785,0.95830366,-5.55349647,1.11431791,1.43567119,-2.85142923,1.49091265,0.74372177,1.65018929,3.49597435,-0.19781488,-1.23104549,-7.67856901,-1.27025435,-0.93801636,0.82354478,6.36328351,1.96758588,-0.35820189,-1.45108966,3.76667654,0.66837621,-2.08620448,-0.77890135,2.39648216,6.58231086,1.61566768,-0.0747825,2.96921068,0.99366951,3.03468578,0.61805342,1.073204,-1.81067932,1.62697945,-0.47315029,31.30525312,-128.31633244,-97.01107932
29,0.58116,-1.59504168,0.48030131,1.42055307,0.70378931,2.34238207,0.98077789,-4.91908975,1.12320905,1.46507659,-2.83443222,1.44313413,0.95398516,1.64654929,3.47064555,-0.16542251,-1.29721364,-7.69718444,-1.25371425,-0.91982662,0.82715695,6.35539678,1.93832783,-0.42891632,-1.46877388,3.72102737,0.6542501,-2.47562992,-0.62331831,2.42883009,6.58031004,1.6126173,-0.12485382,3.02639851,1.00461064,2.72954693,0.47166069,1.10656542,-1.82107688,1.70303369,-0.56564151,28.28663839,-125.29608029,-97.0094419
