,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,KineticEnergy,Potential,Energy
0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,32.0,-200.0,-168.0
1,0.02,0.0,0.0,0.0,0.0,4.99199778,0.1599146,-0.80044411,7.9871825,32.21789752,-200.21789752,-168.0
2,0.04001,0.0,0.0,0.0,0.0,4.96794838,0.31939457,-1.60396457,7.94849289,32.87562082,-200.87562082,-168.0
3,0.06002,0.0,0.0,0.0,0.0,4.92777112,0.47783652,-2.41288469,7.88328731,33.98411568,-201.98411568,-168.0
4,0.08002,0.0,0.0,0.0,0.0,4.87136227,0.63462171,-3.2296097,7.79051474,35.56124939,-203.56124939,-168.0
5,0.10003,0.0,0.0,0.0,0.0,4.79847178,0.78933922,-4.05791479,7.66846828,37.63603915,-205.63603915,-168.0
6,0.12004,0.0,0.0,0.0,0.0,4.70886897,0.94130429,-4.90055307,7.51498684,40.24522379,-208.24522379,-168.0
7,0.14004,0.0,0.0,0.0,0.0,4.6022909,1.08978694,-5.76051175,7.32727902,43.43625672,-211.43625672,-168.0
8,0.16005,0.0,0.0,0.0,0.0,4.47823891,1.23421318,-6.64240788,7.10141941,47.27587002,-215.27587002,-168.0
9,0.18006,0.0,0.0,0.0,0.0,4.33629048,1.37370015,-7.54999748,6.83269892,51.84411827,-219.84411827,-167.99999999
10,0.20006,0.0,0.0,0.0,0.0,4.17597026,1.50726617,-8.48750946,6.51514795,57.24248481,-225.2424848,-167.99999999
11,0.22007,0.0,0.0,0.0,0.0,3.99645758,1.63398904,-9.46123071,6.14055128,63.61062828,-231.61062828,-167.99999999
12,0.24008,0.0,0.0,0.0,0.0,3.79705263,1.75256386,-10.476839,5.69880712,71.120279,-239.12027899,-167.99999999
13,0.26008,0.0,0.0,0.0,0.0,3.5769635,1.86146693,-11.54087426,5.17674957,79.99525733,-247.99525732,-167.99999998
14,0.28009,0.0,0.0,0.0,0.0,3.33491059,1.95902473,-12.66259583,4.55594272,90.54897364,-258.54897362,-167.99999998
15,0.3001,0.0,0.0,0.0,0.0,3.06976238,2.04297847,-13.85093281,3.81229589,103.19096985,-271.19096982,-167.99999997
16,0.3201,0.0,0.0,0.0,0.0,2.7802319,2.11052211,-15.11593774,2.91251933,118.48717132,-286.48717128,-167.99999996
17,0.34011,0.0,0.0,0.0,0.0,2.46436797,2.15813833,-16.47046481,1.80754606,137.27171692,-305.27171686,-167.99999994
18,0.36012,0.0,0.0,0.0,0.0,2.12041604,2.18102899,-17.92499129,0.42683813,160.74375172,-328.74375164,-167.99999992
19,0.38012,0.0,0.0,0.0,0.0,1.74649148,2.17268508,-19.48516656,-1.33704103,190.72969733,-358.72969721,-167.99999988
20,0.40013,0.0,0.0,0.0,0.0,1.34014494,2.12382485,-21.1426957,-3.65884496,230.20036405,-398.20036387,-167.99999981
21,0.42014,0.0,0.0,0.0,0.0,0.90008742,2.02065574,-22.83681556,-6.82749518,284.06741756,-452.06741727,-167.99999971
22,0.44014,0.0,0.0,0.0,0.0,0.42755201,1.8417599,-24.35242821,-11.34674975,360.89474491,-528.89474446,-167.99999955
23,0.46015,0.0,0.0,0.0,0.0,-0.0686267,1.55181713,-24.97558931,-18.10450667,475.77661149,-643.77661097,-167.99999948
24,0.48016,0.0,0.0,0.0,0.0,-0.55112137,1.09429068,-22.32813428,-28.24519498,648.16830985,-816.16831074,-168.00000089
25,0.50016,0.0,0.0,0.0,0.0,-0.8995971,0.40915832,-10.35032592,-39.75677323,843.86513204,-1011.86514096,-168.00000892
26,0.52017,0.0,0.0,0.0,0.0,-0.89788979,-0.41566271,10.50252648,-39.68693229,842.67782862,-1010.67783746,-168.00000884
27,0.54018,0.0,0.0,0.0,0.0,-0.54723742,-1.09918926,22.3798433,-28.14192855,646.41276425,-814.41276511,-168.00000086
28,0.56018,0.0,0.0,0.0,0.0,-0.0645368,-1.55477618,24.9784898,-18.03682563,474.62601574,-642.62601522,-167.99999948
29,0.58019,0.0,0.0,0.0,0.0,0.43153877,-1.84361429,24.34204381,-11.30220516,360.13746925,-528.1374688,-167.99999955
30,0.6002,0.0,0.0,0.0,0.0,0.90405395,-2.02183924,22.82236158,-6.7951101,283.51685468,-451.51685439,-167.99999971
31,0.6202,0.0,0.0,0.0,0.0,1.34360581,-2.12442224,21.12884121,-3.63691511,229.82754117,-397.82754099,-167.99999981
32,0.64021,0.0,0.0,0.0,0.0,1.74968098,-2.17290276,19.47196762,-1.32063623,190.45080158,-358.45080146,-167.99999988
33,0.66022,0.0,0.0,0.0,0.0,2.12352927,-2.18095375,17.91190607,0.44028655,160.51511557,-328.51511548,-167.99999992
34,0.68022,0.0,0.0,0.0,0.0,2.46706397,-2.15784163,16.45898818,1.81758975,137.10096222,-305.10096216,-167.99999994
35,0.70023,0.0,0.0,0.0,0.0,2.78270616,-2.11004464,15.10523611,2.92063804,118.3491423,-286.34914226,-167.99999996
36,0.72024,0.0,0.0,0.0,0.0,3.07216795,-2.0423156,13.84029805,3.8193691,103.07071524,-271.07071521,-167.99999997
37,0.74024,0.0,0.0,0.0,0.0,3.33698322,-1.95827839,12.65316,4.56148241,90.45478982,-258.45478979,-167.99999998
38,0.76025,0.0,0.0,0.0,0.0,3.57885249,-1.86061901,11.53194284,5.18139485,79.91627916,-247.91627915,-167.99999998
39,0.78026,0.0,0.0,0.0,0.0,3.79887212,-1.7515735,10.46782084,5.70296702,71.04955297,-239.04955296,-167.99999999
40,0.80026,0.0,0.0,0.0,0.0,3.99800611,-1.63298343,9.45310164,6.14387296,63.55415279,-231.55415278,-167.99999999
41,0.82027,0.0,0.0,0.0,0.0,4.17735938,-1.50619927,8.47969668,6.51796615,57.19456925,-225.19456924,-167.99999999
42,0.84028,0.0,0.0,0.0,0.0,4.33760153,-1.37251294,7.54199347,6.83523282,51.80103658,-219.80103657,-167.99999999
43,0.86028,0.0,0.0,0.0,0.0,4.47932594,-1.23305035,6.63509306,7.103434,47.24161723,-215.24161723,-168.0
44,0.88029,0.0,0.0,0.0,0.0,4.60323355,-1.08858716,5.75338932,7.32896428,43.40760303,-211.40760303,-168.0
45,0.9003,0.0,0.0,0.0,0.0,4.70971976,-0.93999864,4.89316542,7.51646233,40.22013689,-208.22013688,-168.0
46,0.9203,0.0,0.0,0.0,0.0,4.79913567,-0.78808363,4.0510831,7.66959099,37.61695015,-205.61695014,-168.0
47,0.94031,0.0,0.0,0.0,0.0,4.87189054,-0.63334616,3.22288196,7.79139018,35.54636456,-203.54636456,-168.0
48,0.96032,0.0,0.0,0.0,0.0,4.92818973,-0.47646696,2.40582988,7.88397032,33.97250274,-201.97250274,-168.0
49,0.98032,0.0,0.0,0.0,0.0,4.96821048,-0.31809319,1.59737126,7.94891586,32.86842917,-200.86842917,-168.0
50,1.00033,0.0,0.0,0.0,0.0,4.99212831,-0.1586069,0.79388366,7.98739177,32.21433929,-200.21433929,-168.0
51,1.02034,0.0,0.0,0.0,0.0,4.9999994,0.00138978,-0.00694962,7.99999903,32.00001642,-200.00001642,-168.0
52,1.04034,0.0,0.0,0.0,0.0,4.99185811,0.16130213,-0.80740542,7.98695855,32.22170521,-200.22170521,-168.0
53,1.06035,0.0,0.0,0.0,0.0,4.9676691,0.32077536,-1.61096095,7.94804215,32.88328461,-200.88328461,-168.0
54,1.08036,0.0,0.0,0.0,0.0,4.92735129,0.47920597,-2.41994011,7.88260222,33.99576397,-201.99576397,-168.0
55,1.10036,0.0,0.0,0.0,0.0,4.87080053,0.63597502,-3.23674914,7.78958369,35.57707955,-203.57707955,-168.0
56,1.12037,0.0,0.0,0.0,0.0,4.79776613,0.79067131,-4.06516476,7.66727471,37.65633297,-205.65633297,-168.0
57,1.14038,0.0,0.0,0.0,0.0,4.70801691,0.94260969,-4.90794206,7.51350876,40.2703546,-208.2703546,-168.0
58,1.16038,0.0,0.0,0.0,0.0,4.60128941,1.09105969,-5.76807074,7.32548804,43.46670755,-211.46670754,-168.0
59,1.18039,0.0,0.0,0.0,0.0,4.47708417,1.23544666,-6.6501713,7.09927865,47.31226781,-215.31226781,-168.0
