,Time,xPosition0,yPosition0,xVelocity0,yVelocity0,xPosition1,yPosition1,xVelocity1,yVelocity1,KineticEnergy,Potential,Energy
0,0.0,3.0,0.0,-1.0816,2.9716,-3.0,0.0,1.0816,-2.9716,60.00159072,-60.0,0.00159072
1,0.02,2.97803308,0.05942978,-1.11517127,2.97126505,-2.97803308,-0.05942978,1.11517127,-2.97126505,60.43213779,-60.43054724,0.00159055
2,0.04,2.95539005,0.11884602,-1.14920807,2.97024116,-2.95539005,-0.11884602,1.14920807,-2.97024116,60.8580706,-60.85648023,0.00159037
3,0.06,2.93206177,0.17823466,-1.1836934,2.96849981,-2.93206177,-0.17823466,1.1836934,-2.96849981,61.27872709,-61.2771369,0.00159018
4,0.08,2.90803946,0.23758105,-1.21860819,2.96601263,-2.90803946,-0.23758105,1.21860819,-2.96601263,61.69342121,-61.69183121,0.00159
5,0.1,2.88331473,0.29687002,-1.25393122,2.96275163,-2.88331473,-0.29687002,1.25393122,-2.96275163,62.1014444,-62.0998546,0.0015898
6,0.12,2.85787965,0.35608579,-1.28963913,2.95868926,-2.85787965,-0.35608579,1.28963913,-2.95868926,62.50206737,-62.50047776,0.0015896
7,0.14,2.83172678,0.41521208,-1.32570631,2.95379865,-2.83172678,-0.41521208,1.32570631,-2.95379865,62.89454215,-62.89295274,0.0015894
8,0.16,2.80484919,0.47423205,-1.36210494,2.94805375,-2.80484919,-0.47423205,1.36210494,-2.94805375,63.27810452,-63.27651532,0.0015892
9,0.18,2.77724057,0.53312838,-1.39880491,2.94142952,-2.77724057,-0.53312838,1.39880491,-2.94142952,63.65197671,-63.65038772,0.001589
10,0.2,2.74889521,0.59188323,-1.43577391,2.93390213,-2.74889521,-0.59188323,1.43577391,-2.93390213,64.01537047,-64.01378168,0.00158879
11,0.22,2.71980806,0.65047831,-1.47297738,2.92544915,-2.71980806,-0.65047831,1.47297738,-2.92544915,64.36749039,-64.36590181,0.00158858
12,0.24,2.6899748,0.7088949,-1.5103786,2.91604974,-2.6899748,-0.7088949,1.5103786,-2.91604974,64.70753763,-64.70594926,0.00158838
13,0.26,2.65939186,0.76711388,-1.54793875,2.90568488,-2.65939186,-0.76711388,1.54793875,-2.90568488,65.03471384,-65.03312567,0.00158817
14,0.28,2.62805646,0.82511576,-1.58561697,2.89433753,-2.62805646,-0.82511576,1.58561697,-2.89433753,65.34822542,-65.34663745,0.00158797
15,0.3,2.59596668,0.88288075,-1.62337051,2.88199286,-2.59596668,-0.88288075,1.62337051,-2.88199286,65.64728796,-65.64570019,0.00158778
16,0.32,2.56312144,0.94038876,-1.66115482,2.86863844,-2.56312144,-0.94038876,1.66115482,-2.86863844,65.93113097,-65.92954339,0.00158758
17,0.34,2.52952059,0.9976195,-1.69892375,2.85426439,-2.52952059,-0.9976195,1.69892375,-2.85426439,66.19900268,-66.19741528,0.0015874
18,0.36,2.49516491,1.05455251,-1.73662969,2.83886359,-2.49516491,-1.05455251,1.73662969,-2.83886359,66.45017501,-66.44858779,0.00158722
19,0.38,2.46005614,1.11116719,-1.77422378,2.82243182,-2.46005614,-1.11116719,1.77422378,-2.82243182,66.68394857,-66.68236151,0.00158705
20,0.4,2.42419703,1.16744292,-1.81165615,2.8049679,-2.42419703,-1.16744292,1.81165615,-2.8049679,66.89965767,-66.89807078,0.0015869
21,0.42,2.38759131,1.22335906,-1.84887612,2.78647381,-2.38759131,-1.22335906,1.84887612,-2.78647381,67.09667531,-67.09508856,0.00158675
22,0.44,2.35024374,1.27889505,-1.88583251,2.76695478,-2.35024374,-1.27889505,1.88583251,-2.76695478,67.27441791,-67.2728313,0.00158661
23,0.46,2.3121601,1.33403049,-1.92247384,2.74641937,-2.3121601,-1.33403049,1.92247384,-2.74641937,67.43235002,-67.43076353,0.00158649
24,0.48,2.27334722,1.38874515,-1.95874867,2.72487952,-2.27334722,-1.38874515,1.95874867,-2.72487952,67.5699886,-67.56840221,0.00158639
25,0.5,2.23381293,1.44301909,-1.99460588,2.70235057,-2.23381293,-1.44301909,1.99460588,-2.70235057,67.68690708,-67.68532079,0.00158629
26,0.52,2.1935661,1.49683271,-2.02999492,2.6788512,-2.1935661,-1.49683271,2.02999492,-2.6788512,67.78273897,-67.78115275,0.00158622
27,0.54,2.15261658,1.55016683,-2.06486619,2.65440347,-2.15261658,-1.55016683,2.06486619,-2.65440347,67.85718102,-67.85559486,0.00158616
28,0.56,2.11097522,1.60300271,-2.09917123,2.62903267,-2.11097522,-1.60300271,2.09917123,-2.62903267,67.90999588,-67.90840976,0.00158612
29,0.58,2.06865381,1.65532219,-2.13286311,2.60276725,-2.06865381,-1.65532219,2.13286311,-2.60276725,67.9410142,-67.93942811,0.00158609
