Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition,zPosition,Weight,Tension
47.79,-0.27386,1.82762,1.76692,2.74143,-5.01029,2.65038,1.4441,-0.40567,0.0,9.8,14.44512
47.795,-0.2647,1.83631,1.70923,2.75446,-5.05805,2.56385,1.44776,-0.39243,0.0,9.8,14.51676
47.8,-0.25549,1.84472,1.65113,2.76708,-5.10449,2.4767,1.45131,-0.37908,0.0,9.8,14.58634
47.805,-0.24625,1.85283,1.59263,2.77924,-5.14947,2.38894,1.45475,-0.36565,0.0,9.8,14.65381
47.81,-0.23697,1.86064,1.53373,2.79096,-5.19297,2.3006,1.45808,-0.35214,0.0,9.8,14.71911
47.815,-0.22764,1.86816,1.47447,2.80224,-5.23503,2.2117,1.4613,-0.33852,0.0,9.8,14.78221
47.82,-0.21829,1.87539,1.41483,2.81308,-5.27563,2.12224,1.4644,-0.32484,0.0,9.8,14.84305
47.825,-0.20889,1.88231,1.35485,2.82346,-5.31464,2.03228,1.46739,-0.31106,0.0,9.8,14.9016
47.83,-0.19946,1.88893,1.29453,2.8334,-5.35208,1.9418,1.47026,-0.29721,0.0,9.8,14.9578
47.835,-0.19,1.89525,1.23389,2.84288,-5.38796,1.85084,1.47301,-0.28329,0.0,9.8,15.01162
47.84,-0.18051,1.90127,1.17294,2.8519,-5.42224,1.75941,1.47563,-0.2693,0.0,9.8,15.06302
47.845,-0.17099,1.90698,1.1117,2.86047,-5.45486,1.66755,1.47813,-0.25524,0.0,9.8,15.11196
47.85,-0.16144,1.91239,1.05018,2.86858,-5.48585,1.57527,1.4805,-0.24111,0.0,9.8,15.15841
47.855,-0.15187,1.91748,0.98839,2.87622,-5.51509,1.48258,1.48273,-0.22693,0.0,9.8,15.20233
47.86,-0.14227,1.92227,0.92635,2.8834,-5.54268,1.38952,1.48485,-0.21269,0.0,9.8,15.24369
47.865,-0.13264,1.92675,0.86407,2.89012,-5.56855,1.2961,1.48682,-0.19838,0.0,9.8,15.28245
47.87,-0.123,1.93091,0.80158,2.89636,-5.59262,1.20237,1.48867,-0.18404,0.0,9.8,15.31859
47.875,-0.11334,1.93476,0.73888,2.90214,-5.61494,1.10832,1.49038,-0.16965,0.0,9.8,15.35209
47.88,-0.10365,1.9383,0.67599,2.90745,-5.63551,1.01398,1.49195,-0.1552,0.0,9.8,15.38292
47.885,-0.09395,1.94152,0.61293,2.91228,-5.65425,0.9194,1.49338,-0.14072,0.0,9.8,15.41105
47.89,-0.08424,1.94443,0.54971,2.91664,-5.67121,0.82456,1.49468,-0.12621,0.0,9.8,15.43646
47.895,-0.07451,1.94702,0.48635,2.92053,-5.68633,0.72952,1.49584,-0.11166,0.0,9.8,15.45914
47.9,-0.06477,1.94929,0.42286,2.92394,-5.6996,0.63429,1.49685,-0.09709,0.0,9.8,15.47907
47.905,-0.05502,1.95125,0.35927,2.92688,-5.71106,0.5389,1.49773,-0.08249,0.0,9.8,15.49623
47.91,-0.04526,1.95289,0.29558,2.92934,-5.72067,0.44337,1.49846,-0.06787,0.0,9.8,15.51061
47.915,-0.03549,1.9542,0.23181,2.9313,-5.72835,0.34772,1.49906,-0.05322,0.0,9.8,15.5222
47.92,-0.02572,1.9552,0.16799,2.9328,-5.73421,0.25198,1.4995,-0.03858,0.0,9.8,15.53099
47.925,-0.01594,1.95588,0.10412,2.93382,-5.7382,0.15618,1.49981,-0.02391,0.0,9.8,15.53698
47.93,-0.00616,1.95624,0.04023,2.93436,-5.74031,0.06034,1.49997,-0.00924,0.0,9.8,15.54015
47.935,0.00362,1.95629,-0.02368,2.93444,-5.74061,-0.03552,1.49999,0.00543,0.0,9.8,15.54052
47.94,0.01341,1.95601,-0.08758,2.93402,-5.73896,-0.13137,1.49987,0.02011,0.0,9.8,15.53807
47.945,0.02318,1.95541,-0.15145,2.93312,-5.73544,-0.22718,1.4996,0.03477,0.0,9.8,15.53281
47.95,0.03296,1.95449,-0.21529,2.93174,-5.73005,-0.32294,1.49919,0.04943,0.0,9.8,15.52475
47.955,0.04273,1.95326,-0.27907,2.92989,-5.72284,-0.4186,1.49863,0.06408,0.0,9.8,15.51388
47.96,0.05249,1.9517,-0.34278,2.92755,-5.7137,-0.51417,1.49793,0.0787,0.0,9.8,15.50022
47.965,0.06224,1.94983,-0.4064,2.92474,-5.70276,-0.6096,1.4971,0.0933,0.0,9.8,15.48378
47.97,0.07199,1.94764,-0.46992,2.92146,-5.68995,-0.70488,1.49611,0.10789,0.0,9.8,15.46456
47.975,0.08172,1.94513,-0.53331,2.9177,-5.6753,-0.79996,1.49499,0.12244,0.0,9.8,15.4426
47.98,0.09144,1.94231,-0.59657,2.91346,-5.65885,-0.89486,1.49373,0.13697,0.0,9.8,15.41789
47.985,0.10114,1.93917,-0.65968,2.90876,-5.64057,-0.98952,1.49233,0.15145,0.0,9.8,15.39046
47.99,0.11083,1.93571,-0.72261,2.90356,-5.62046,-1.08392,1.4908,0.1659,0.0,9.8,15.36033
47.995,0.1205,1.93194,-0.78536,2.89791,-5.59859,-1.17804,1.48912,0.18031,0.0,9.8,15.32752
48.0,0.13015,1.92786,-0.84791,2.89179,-5.57497,-1.27186,1.48731,0.19467,0.0,9.8,15.29206
48.005,0.13978,1.92346,-0.91024,2.88519,-5.54955,-1.36536,1.48537,0.20899,0.0,9.8,15.25397
48.01,0.14938,1.91875,-0.97235,2.87812,-5.5224,-1.45852,1.4833,0.22324,0.0,9.8,15.21328
48.015,0.15896,1.91374,-1.0342,2.87061,-5.4936,-1.5513,1.48109,0.23744,0.0,9.8,15.17003
48.02,0.16852,1.90841,-1.0958,2.86262,-5.46304,-1.6437,1.47875,0.25159,0.0,9.8,15.12423
48.025,0.17805,1.90278,-1.15711,2.85417,-5.43086,-1.73566,1.47629,0.26567,0.0,9.8,15.07593
48.03,0.18755,1.89684,-1.21814,2.84526,-5.397,-1.82721,1.4737,0.27968,0.0,9.8,15.02517
48.035,0.19702,1.8906,-1.27886,2.8359,-5.36155,-1.91829,1.47098,0.29362,0.0,9.8,14.97197
48.04,0.20645,1.88405,-1.33927,2.82608,-5.32447,-2.0089,1.46815,0.30748,0.0,9.8,14.91638
48.045,0.21586,1.87721,-1.39934,2.81582,-5.28588,-2.09901,1.46519,0.32128,0.0,9.8,14.85844
48.05,0.22522,1.87006,-1.45906,2.80509,-5.24569,-2.18859,1.46212,0.33498,0.0,9.8,14.79818
48.055,0.23456,1.86262,-1.51842,2.79393,-5.20403,-2.27763,1.45893,0.34862,0.0,9.8,14.73567
48.06,0.24385,1.85488,-1.57741,2.78232,-5.16087,-2.36611,1.45562,0.36216,0.0,9.8,14.67093
48.065,0.2531,1.84684,-1.63602,2.77026,-5.11623,-2.45403,1.45221,0.37561,0.0,9.8,14.60402
48.07,0.26232,1.83852,-1.69423,2.75778,-5.07023,-2.54134,1.44869,0.38898,0.0,9.8,14.53498
48.075,0.27149,1.8299,-1.75202,2.74485,-5.0228,-2.62803,1.44506,0.40225,0.0,9.8,14.46386
48.08,0.28062,1.821,-1.8094,2.7315,-4.97406,-2.7141,1.44133,0.41543,0.0,9.8,14.39072
48.085,0.2897,1.81181,-1.86634,2.71772,-4.92398,-2.79951,1.43749,0.4285,0.0,9.8,14.31561
48.09,0.29873,1.80234,-1.92283,2.70351,-4.87264,-2.88424,1.43357,0.44146,0.0,9.8,14.23858
48.095,0.30772,1.79258,-1.97887,2.68887,-4.82001,-2.9683,1.42954,0.45433,0.0,9.8,14.15968
48.1,0.31666,1.78255,-2.03444,2.67382,-4.76623,-3.05166,1.42542,0.46709,0.0,9.8,14.07897
48.105,0.32555,1.77224,-2.08954,2.65836,-4.71125,-3.13431,1.42121,0.47974,0.0,9.8,13.9965
48.11,0.33438,1.76165,-2.14414,2.64248,-4.65512,-3.21621,1.41692,0.49228,0.0,9.8,13.91235
48.115,0.34316,1.7508,-2.19825,2.6262,-4.59795,-3.29738,1.41254,0.5047,0.0,9.8,13.82655
48.12,0.35189,1.73967,-2.25186,2.6095,-4.53968,-3.37779,1.40808,0.51701,0.0,9.8,13.73917
48.125,0.36056,1.72828,-2.30494,2.59242,-4.48043,-3.45741,1.40355,0.5292,0.0,9.8,13.65028
48.13,0.36917,1.71662,-2.35751,2.57493,-4.42018,-3.53626,1.39894,0.54126,0.0,9.8,13.55993
48.135,0.37773,1.70471,-2.40954,2.55706,-4.35905,-3.61431,1.39426,0.55322,0.0,9.8,13.46819
48.14,0.38622,1.69253,-2.46103,2.5388,-4.29699,-3.69154,1.38951,0.56503,0.0,9.8,13.37511
48.145,0.39465,1.6801,-2.51197,2.52015,-4.2341,-3.76796,1.3847,0.57673,0.0,9.8,13.28077
48.15,0.40302,1.66741,-2.56235,2.50112,-4.17038,-3.84352,1.37982,0.5883,0.0,9.8,13.18522
48.155,0.41132,1.65447,-2.61218,2.48171,-4.10591,-3.91827,1.37489,0.59973,0.0,9.8,13.08853
48.16,0.41956,1.64129,-2.66143,2.46194,-4.04075,-3.99214,1.3699,0.61104,0.0,9.8,12.99076
48.165,0.42774,1.62786,-2.7101,2.44179,-3.97489,-4.06515,1.36486,0.62222,0.0,9.8,12.89198
48.17,0.43584,1.61419,-2.7582,2.42128,-3.90841,-4.1373,1.35977,0.63326,0.0,9.8,12.79226
48.175,0.44388,1.60028,-2.8057,2.40042,-3.84134,-4.20855,1.35464,0.64417,0.0,9.8,12.69165
48.18,0.45184,1.58613,-2.85262,2.3792,-3.77371,-4.27893,1.34947,0.65493,0.0,9.8,12.59023
48.185,0.45974,1.57175,-2.89893,2.35762,-3.7056,-4.3484,1.34425,0.66557,0.0,9.8,12.48807
48.19,0.46756,1.55714,-2.94464,2.33571,-3.63703,-4.41696,1.33901,0.67606,0.0,9.8,12.38522
48.195,0.47531,1.54231,-2.98974,2.31346,-3.56808,-4.48461,1.33373,0.68642,0.0,9.8,12.28175
48.2,0.48298,1.52725,-3.03423,2.29087,-3.49874,-4.55134,1.32842,0.69663,0.0,9.8,12.17774
48.205,0.49058,1.51197,-3.07811,2.26796,-3.42908,-4.61716,1.32309,0.70671,0.0,9.8,12.07324
48.21,0.4981,1.49647,-3.12136,2.2447,-3.35913,-4.68204,1.31774,0.71664,0.0,9.8,11.96833
48.215,0.50555,1.48075,-3.164,2.22112,-3.28893,-4.746,1.31236,0.72643,0.0,9.8,11.86307
48.22,0.51291,1.46483,-3.206,2.19724,-3.21859,-4.809,1.30698,0.73607,0.0,9.8,11.75752
48.225,0.52019,1.4487,-3.24738,2.17305,-3.1481,-4.87107,1.30159,0.74557,0.0,9.8,11.65176
48.23,0.5274,1.43236,-3.28813,2.14854,-3.07748,-4.9322,1.29618,0.75493,0.0,9.8,11.54585
48.235,0.53452,1.41582,-3.32825,2.12373,-3.00682,-4.99238,1.29077,0.76414,0.0,9.8,11.43984
48.24,0.54155,1.39908,-3.36773,2.09862,-2.93614,-5.0516,1.28537,0.7732,0.0,9.8,11.33382
48.245,0.54851,1.38214,-3.40657,2.07321,-2.86547,-5.10985,1.27995,0.78212,0.0,9.8,11.22784
48.25,0.55538,1.36501,-3.44478,2.04752,-2.79488,-5.16717,1.27455,0.7909,0.0,9.8,11.12196
48.255,0.56216,1.34769,-3.48235,2.02154,-2.7244,-5.22352,1.26916,0.79952,0.0,9.8,11.01626
48.26,0.56885,1.33019,-3.51928,1.99528,-2.65411,-5.27892,1.26378,0.808,0.0,9.8,10.91079
48.265,0.57546,1.3125,-3.55557,1.96875,-2.58398,-5.33336,1.25841,0.81633,0.0,9.8,10.80562
48.27,0.58198,1.29463,-3.59122,1.94194,-2.5141,-5.38683,1.25306,0.82452,0.0,9.8,10.70081
48.275,0.58841,1.27659,-3.62623,1.91488,-2.44452,-5.43934,1.24774,0.83256,0.0,9.8,10.59643
48.28,0.59474,1.25837,-3.6606,1.88756,-2.37524,-5.4909,1.24244,0.84044,0.0,9.8,10.49252
48.285,0.60099,1.23998,-3.69433,1.85997,-2.30633,-5.54149,1.23716,0.84819,0.0,9.8,10.38916
48.29,0.60714,1.22143,-3.72741,1.83214,-2.23784,-5.59112,1.23192,0.85578,0.0,9.8,10.2864
48.295,0.6132,1.20271,-3.75986,1.80406,-2.16977,-5.63979,1.22672,0.86323,0.0,9.8,10.1843
48.3,0.61917,1.18383,-3.79168,1.77574,-2.10218,-5.68752,1.22154,0.87054,0.0,9.8,10.08293
48.305,0.62504,1.1648,-3.82285,1.7472,-2.03514,-5.73428,1.21641,0.87769,0.0,9.8,9.98233
48.31,0.63082,1.1456,-3.85339,1.7184,-1.9686,-5.78008,1.21132,0.88471,0.0,9.8,9.88257
48.315,0.6365,1.12626,-3.88329,1.68939,-1.90269,-5.82494,1.20627,0.89158,0.0,9.8,9.7837
48.32,0.64208,1.10677,-3.91256,1.66016,-1.83741,-5.86884,1.20128,0.89829,0.0,9.8,9.68577
48.325,0.64756,1.08714,-3.9412,1.63071,-1.77281,-5.9118,1.19634,0.90486,0.0,9.8,9.58885
48.33,0.65295,1.06736,-3.96921,1.60104,-1.70889,-5.95382,1.19144,0.9113,0.0,9.8,9.49298
48.335,0.65824,1.04745,-3.99659,1.57118,-1.64573,-5.99488,1.18661,0.91759,0.0,9.8,9.39822
48.34,0.66342,1.0274,-4.02335,1.5411,-1.58333,-6.03502,1.18184,0.92372,0.0,9.8,9.30462
48.345,0.66851,1.00721,-4.04948,1.51082,-1.52171,-6.07422,1.17712,0.92973,0.0,9.8,9.21223
48.35,0.6735,0.9869,-4.07499,1.48035,-1.46096,-6.11248,1.17247,0.93559,0.0,9.8,9.1211
48.355,0.67838,0.96647,-4.09988,1.4497,-1.4011,-6.14982,1.16789,0.9413,0.0,9.8,9.03127
48.36,0.68316,0.94591,-4.12415,1.41886,-1.34212,-6.18622,1.16337,0.94687,0.0,9.8,8.9428
48.365,0.68784,0.92523,-4.14781,1.38784,-1.28408,-6.22172,1.15893,0.9523,0.0,9.8,8.85574
48.37,0.69241,0.90443,-4.17086,1.35664,-1.22699,-6.25629,1.15456,0.95759,0.0,9.8,8.77012
48.375,0.69688,0.88352,-4.19329,1.32528,-1.17091,-6.28994,1.15027,0.96274,0.0,9.8,8.686
48.38,0.70125,0.8625,-4.21512,1.29375,-1.11586,-6.32268,1.14605,0.96776,0.0,9.8,8.60342
48.385,0.70551,0.84137,-4.23635,1.26205,-1.06186,-6.35452,1.14192,0.97263,0.0,9.8,8.52242
48.39,0.70966,0.82013,-4.25697,1.2302,-1.00892,-6.38546,1.13788,0.97736,0.0,9.8,8.44304
48.395,0.71371,0.7988,-4.27699,1.1982,-0.95712,-6.41548,1.13391,0.98196,0.0,9.8,8.36532
48.4,0.71765,0.77737,-4.29642,1.16606,-0.90646,-6.44463,1.13003,0.98642,0.0,9.8,8.28931
48.405,0.72148,0.75584,-4.31526,1.13376,-0.85694,-6.47289,1.12624,0.99074,0.0,9.8,8.21504
48.41,0.72521,0.73421,-4.3335,1.10132,-0.8086,-6.50025,1.12254,0.99494,0.0,9.8,8.14255
48.415,0.72882,0.7125,-4.35115,1.06875,-0.76148,-6.52672,1.11894,0.99898,0.0,9.8,8.07188
48.42,0.73233,0.6907,-4.36822,1.03605,-0.7156,-6.55233,1.11543,1.00291,0.0,9.8,8.00305
48.425,0.73573,0.66882,-4.38471,1.00323,-0.67098,-6.57706,1.11201,1.00669,0.0,9.8,7.93612
48.43,0.73902,0.64686,-4.40062,0.97029,-0.62764,-6.60093,1.10869,1.01035,0.0,9.8,7.8711
48.435,0.7422,0.62482,-4.41595,0.93723,-0.5856,-6.62392,1.10548,1.01387,0.0,9.8,7.80803
48.44,0.74527,0.6027,-4.4307,0.90405,-0.54487,-6.64605,1.10236,1.01726,0.0,9.8,7.74695
48.445,0.74823,0.58051,-4.44489,0.87076,-0.50549,-6.66734,1.09934,1.02051,0.0,9.8,7.68787
48.45,0.75107,0.55825,-4.4585,0.83738,-0.46746,-6.68775,1.09644,1.02363,0.0,9.8,7.63084
48.455,0.75381,0.53593,-4.47155,0.8039,-0.43083,-6.70732,1.09363,1.02663,0.0,9.8,7.57588
48.46,0.75643,0.51354,-4.48403,0.77031,-0.39558,-6.72604,1.09094,1.02949,0.0,9.8,7.52301
48.465,0.75894,0.49109,-4.49595,0.73664,-0.36175,-6.74392,1.08835,1.03223,0.0,9.8,7.47227
48.47,0.76134,0.46858,-4.50731,0.70287,-0.32935,-6.76096,1.08587,1.03484,0.0,9.8,7.42366
48.475,0.76363,0.44601,-4.51811,0.66902,-0.29839,-6.77716,1.0835,1.03732,0.0,9.8,7.37723
48.48,0.7658,0.4234,-4.52836,0.6351,-0.2689,-6.79254,1.08124,1.03967,0.0,9.8,7.33299
48.485,0.76786,0.40073,-4.53805,0.60109,-0.24088,-6.80708,1.0791,1.0419,0.0,9.8,7.29096
48.49,0.76981,0.37802,-4.54719,0.56703,-0.21435,-6.82078,1.07706,1.044,0.0,9.8,7.25116
48.495,0.77164,0.35526,-4.55579,0.53289,-0.18931,-6.83368,1.07515,1.04597,0.0,9.8,7.21362
48.5,0.77336,0.33246,-4.56383,0.49869,-0.16579,-6.84575,1.07335,1.04782,0.0,9.8,7.17834
48.505,0.77497,0.30962,-4.57133,0.46443,-0.1438,-6.857,1.07166,1.04954,0.0,9.8,7.14534
48.51,0.77646,0.28675,-4.57828,0.43012,-0.12334,-6.86742,1.0701,1.05114,0.0,9.8,7.11465
48.515,0.77784,0.26384,-4.5847,0.39576,-0.10442,-6.87705,1.06865,1.05261,0.0,9.8,7.08627
48.52,0.7791,0.2409,-4.59057,0.36135,-0.08705,-6.88585,1.06732,1.05396,0.0,9.8,7.06022
48.525,0.78024,0.21794,-4.5959,0.32691,-0.07125,-6.89385,1.06612,1.05518,0.0,9.8,7.03651
48.53,0.78128,0.19494,-4.60069,0.29241,-0.057,-6.90104,1.06502,1.05628,0.0,9.8,7.01515
48.535,0.78219,0.17193,-4.60494,0.2579,-0.04434,-6.90741,1.06406,1.05725,0.0,9.8,6.99615
48.54,0.783,0.1489,-4.60865,0.22335,-0.03326,-6.91298,1.0632,1.05811,0.0,9.8,6.97953
48.545,0.78368,0.12584,-4.61183,0.18876,-0.02375,-6.91774,1.06248,1.05884,0.0,9.8,6.96528
48.55,0.78425,0.10278,-4.61448,0.15417,-0.01585,-6.92172,1.06188,1.05944,0.0,9.8,6.95341
48.555,0.78471,0.0797,-4.61659,0.11955,-0.00953,-6.92489,1.06139,1.05993,0.0,9.8,6.94394
48.56,0.78505,0.05661,-4.61816,0.08492,-0.00481,-6.92724,1.06103,1.06029,0.0,9.8,6.93686
48.565,0.78528,0.03352,-4.6192,0.05028,-0.00169,-6.9288,1.06079,1.06053,0.0,9.8,6.93217
48.57,0.78539,0.01042,-4.61971,0.01563,-0.00016,-6.92956,1.06067,1.06065,0.0,9.8,6.92989
48.575,0.78538,-0.01268,-4.61969,-0.01902,-0.00024,-6.92954,1.06068,1.06064,0.0,9.8,6.93001
48.58,0.78526,-0.03577,-4.61913,-0.05366,-0.00192,-6.9287,1.06081,1.06051,0.0,9.8,6.93252
48.585,0.78502,-0.05887,-4.61803,-0.0883,-0.0052,-6.92704,1.06106,1.06026,0.0,9.8,6.93744
48.59,0.78467,-0.08195,-4.61641,-0.12292,-0.01007,-6.92462,1.06143,1.05989,0.0,9.8,6.94476
48.595,0.7842,-0.10503,-4.61424,-0.15754,-0.01655,-6.92136,1.06193,1.05939,0.0,9.8,6.95446
48.6,0.78362,-0.12809,-4.61155,-0.19214,-0.02461,-6.91732,1.06254,1.05877,0.0,9.8,6.96656
48.605,0.78292,-0.15114,-4.60832,-0.22671,-0.03426,-6.91248,1.06329,1.05803,0.0,9.8,6.98104
48.61,0.78211,-0.17418,-4.60455,-0.26127,-0.04551,-6.90682,1.06414,1.05717,0.0,9.8,6.9979
48.615,0.78118,-0.19719,-4.60024,-0.29579,-0.05833,-6.90036,1.06512,1.05618,0.0,9.8,7.01713
48.62,0.78014,-0.22018,-4.5954,-0.33027,-0.07272,-6.8931,1.06622,1.05507,0.0,9.8,7.03872
48.625,0.77898,-0.24314,-4.59002,-0.36471,-0.08868,-6.88503,1.06745,1.05383,0.0,9.8,7.06266
48.63,0.77771,-0.26608,-4.58409,-0.39912,-0.1062,-6.87614,1.06878,1.05247,0.0,9.8,7.08894
48.635,0.77632,-0.28898,-4.57763,-0.43347,-0.12526,-6.86644,1.07025,1.05099,0.0,9.8,7.11754
48.64,0.77482,-0.31185,-4.57062,-0.46778,-0.14588,-6.85593,1.07182,1.04938,0.0,9.8,7.14846
48.645,0.7732,-0.33469,-4.56307,-0.50204,-0.16803,-6.8446,1.07352,1.04764,0.0,9.8,7.18168
48.65,0.77147,-0.35748,-4.55497,-0.53622,-0.19169,-6.83246,1.07533,1.04578,0.0,9.8,7.21718
48.655,0.76963,-0.38024,-4.54633,-0.57036,-0.21687,-6.8195,1.07725,1.0438,0.0,9.8,7.25495
48.66,0.76767,-0.40295,-4.53713,-0.60442,-0.24355,-6.8057,1.0793,1.04169,0.0,9.8,7.29497
48.665,0.7656,-0.42561,-4.52738,-0.63841,-0.27172,-6.79107,1.08145,1.03945,0.0,9.8,7.33721
48.67,0.76341,-0.44822,-4.51708,-0.67233,-0.30135,-6.77562,1.08372,1.03708,0.0,9.8,7.38167
48.675,0.76111,-0.47078,-4.50623,-0.70617,-0.33245,-6.75935,1.08611,1.03459,0.0,9.8,7.42831
48.68,0.7587,-0.49328,-4.49481,-0.73992,-0.36499,-6.74222,1.0886,1.03197,0.0,9.8,7.47713
48.685,0.75618,-0.51572,-4.48284,-0.77358,-0.39895,-6.72426,1.09119,1.02922,0.0,9.8,7.52808
48.69,0.75355,-0.53811,-4.4703,-0.80716,-0.43434,-6.70545,1.0939,1.02635,0.0,9.8,7.58115
48.695,0.7508,-0.56043,-4.4572,-0.84064,-0.47112,-6.6858,1.09671,1.02334,0.0,9.8,7.63632
48.7,0.74794,-0.58268,-4.44353,-0.87402,-0.50927,-6.6653,1.09964,1.0202,0.0,9.8,7.69355
48.705,0.74497,-0.60486,-4.42929,-0.90729,-0.54878,-6.64394,1.10266,1.01692,0.0,9.8,7.75282
48.71,0.74189,-0.62697,-4.41448,-0.94046,-0.58964,-6.62172,1.10579,1.01352,0.0,9.8,7.8141
48.715,0.7387,-0.649,-4.39909,-0.9735,-0.6318,-6.59864,1.10902,1.00999,0.0,9.8,7.87736
48.72,0.7354,-0.67096,-4.38313,-1.00644,-0.67528,-6.5747,1.11234,1.00633,0.0,9.8,7.94257
48.725,0.73199,-0.69283,-4.36658,-1.03924,-0.72002,-6.54987,1.11577,1.00253,0.0,9.8,8.00969
48.73,0.72848,-0.71462,-4.34946,-1.07193,-0.76602,-6.52419,1.11928,0.9986,0.0,9.8,8.07869
48.735,0.72485,-0.73633,-4.33174,-1.1045,-0.81327,-6.49761,1.1229,0.99453,0.0,9.8,8.14955
48.74,0.72111,-0.75794,-4.31344,-1.13691,-0.86171,-6.47016,1.12661,0.99033,0.0,9.8,8.22221
48.745,0.71727,-0.77946,-4.29455,-1.16919,-0.91134,-6.44182,1.1304,0.98599,0.0,9.8,8.29666
48.75,0.71332,-0.80089,-4.27507,-1.20134,-0.96214,-6.41261,1.13429,0.98152,0.0,9.8,8.37284
48.755,0.70926,-0.82221,-4.25498,-1.23332,-1.01404,-6.38247,1.13827,0.97691,0.0,9.8,8.45071
48.76,0.7051,-0.84343,-4.2343,-1.26514,-1.06706,-6.35145,1.14232,0.97216,0.0,9.8,8.53025
48.765,0.70083,-0.86455,-4.21302,-1.29683,-1.12117,-6.31953,1.14646,0.96728,0.0,9.8,8.61141
48.77,0.69645,-0.88556,-4.19113,-1.32834,-1.17632,-6.2867,1.15069,0.96225,0.0,9.8,8.69415
48.775,0.69197,-0.90646,-4.16863,-1.35969,-1.2325,-6.25294,1.15499,0.95708,0.0,9.8,8.77842
48.78,0.68739,-0.92725,-4.14553,-1.39088,-1.28969,-6.2183,1.15936,0.95178,0.0,9.8,8.86417
48.785,0.6827,-0.94792,-4.12181,-1.42188,-1.34783,-6.18272,1.16381,0.94634,0.0,9.8,8.95138
48.79,0.67791,-0.96847,-4.09748,-1.4527,-1.4069,-6.14622,1.16833,0.94075,0.0,9.8,9.03998
48.795,0.67301,-0.98889,-4.07253,-1.48334,-1.46686,-6.1088,1.17292,0.93501,0.0,9.8,9.12993
48.8,0.66802,-1.00919,-4.04696,-1.51378,-1.5277,-6.07044,1.17757,0.92915,0.0,9.8,9.22119
48.805,0.66292,-1.02936,-4.02076,-1.54404,-1.58937,-6.03114,1.1823,0.92313,0.0,9.8,9.3137
48.81,0.65773,-1.0494,-3.99395,-1.5741,-1.65186,-5.99092,1.18707,0.91698,0.0,9.8,9.40742
48.815,0.65243,-1.0693,-3.96651,-1.60395,-1.7151,-5.94976,1.19192,0.91068,0.0,9.8,9.50229
48.82,0.64703,-1.08906,-3.93843,-1.63359,-1.77908,-5.90764,1.19682,0.90423,0.0,9.8,9.59827
48.825,0.64154,-1.10868,-3.90973,-1.66302,-1.84376,-5.8646,1.20176,0.89764,0.0,9.8,9.69529
48.83,0.63595,-1.12816,-3.8804,-1.69224,-1.90912,-5.8206,1.20676,0.89091,0.0,9.8,9.79331
48.835,0.63026,-1.14748,-3.85044,-1.72122,-1.97507,-5.77566,1.21181,0.88403,0.0,9.8,9.89227
48.84,0.62447,-1.16666,-3.81984,-1.74999,-2.04164,-5.72976,1.21691,0.877,0.0,9.8,9.99211
48.845,0.61859,-1.18568,-3.7886,-1.77852,-2.10876,-5.6829,1.22205,0.86983,0.0,9.8,10.09279
48.85,0.61262,-1.20455,-3.75673,-1.80682,-2.17641,-5.6351,1.22722,0.86252,0.0,9.8,10.19424
48.855,0.60655,-1.22325,-3.72421,-1.83487,-2.24451,-5.58632,1.23243,0.85505,0.0,9.8,10.2964
48.86,0.60038,-1.24179,-3.69106,-1.86268,-2.31306,-5.53659,1.23768,0.84743,0.0,9.8,10.39922
48.865,0.59413,-1.26016,-3.65727,-1.89024,-2.382,-5.4859,1.24295,0.83968,0.0,9.8,10.50264
48.87,0.58778,-1.27836,-3.62284,-1.91754,-2.45131,-5.43426,1.24826,0.83177,0.0,9.8,10.60659
48.875,0.58134,-1.29639,-3.58777,-1.94458,-2.52094,-5.38166,1.25359,0.82372,0.0,9.8,10.71103
48.88,0.57482,-1.31423,-3.55206,-1.97134,-2.5908,-5.32809,1.25894,0.81553,0.0,9.8,10.81587
48.885,0.5682,-1.3319,-3.5157,-1.99785,-2.66094,-5.27355,1.26431,0.80717,0.0,9.8,10.92108
48.89,0.5615,-1.34939,-3.47871,-2.02409,-2.73128,-5.21806,1.26969,0.79868,0.0,9.8,11.02657
48.895,0.55471,-1.36669,-3.44108,-2.05003,-2.80176,-5.16162,1.27508,0.79005,0.0,9.8,11.13229
48.9,0.54783,-1.3838,-3.40281,-2.0757,-2.87235,-5.10422,1.28049,0.78125,0.0,9.8,11.23818
48.905,0.54087,-1.40072,-3.3639,-2.10108,-2.94302,-5.04585,1.28589,0.77232,0.0,9.8,11.34417
48.91,0.53383,-1.41744,-3.32436,-2.12616,-3.0137,-4.98654,1.2913,0.76325,0.0,9.8,11.45019
48.915,0.5267,-1.43396,-3.28418,-2.15094,-3.08436,-4.92627,1.29671,0.75402,0.0,9.8,11.55619
48.92,0.51949,-1.45028,-3.24337,-2.17542,-3.15497,-4.86506,1.30211,0.74466,0.0,9.8,11.66209
48.925,0.51219,-1.46639,-3.20193,-2.19958,-3.22545,-4.80289,1.30751,0.73513,0.0,9.8,11.76784
48.93,0.50482,-1.4823,-3.15986,-2.22345,-3.29582,-4.73979,1.31289,0.72547,0.0,9.8,11.87336
