Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition,zPosition,Weight,Normal
0.363,0.02552,0.04759,0.16671,0.07138,-0.0034,0.25006,1.49951,0.03828,0.0,9.8,9.79341
0.364,0.02557,0.04776,0.16702,0.07164,-0.00342,0.25053,1.49951,0.03835,0.0,9.8,9.79338
0.365,0.02562,0.04792,0.16734,0.07188,-0.00344,0.25101,1.49951,0.03843,0.0,9.8,9.79334
0.366,0.02566,0.04809,0.16765,0.07214,-0.00347,0.25148,1.49951,0.03849,0.0,9.8,9.7933
0.367,0.02571,0.04826,0.16797,0.07239,-0.00349,0.25196,1.4995,0.03856,0.0,9.8,9.79327
0.368,0.02576,0.04843,0.16828,0.07264,-0.00352,0.25242,1.4995,0.03864,0.0,9.8,9.79323
0.369,0.02581,0.04859,0.1686,0.07289,-0.00354,0.2529,1.4995,0.03871,0.0,9.8,9.79319
0.37,0.02586,0.04876,0.16892,0.07314,-0.00357,0.25338,1.4995,0.03879,0.0,9.8,9.79316
0.371,0.02591,0.04893,0.16924,0.0734,-0.00359,0.25386,1.4995,0.03886,0.0,9.8,9.79312
0.372,0.02596,0.0491,0.16956,0.07365,-0.00362,0.25434,1.49949,0.03894,0.0,9.8,9.79308
0.373,0.026,0.04927,0.16988,0.0739,-0.00364,0.25482,1.49949,0.039,0.0,9.8,9.79305
0.374,0.02605,0.04944,0.1702,0.07416,-0.00367,0.2553,1.49949,0.03907,0.0,9.8,9.79301
0.375,0.0261,0.04961,0.17052,0.07442,-0.00369,0.25578,1.49949,0.03915,0.0,9.8,9.79297
0.376,0.02615,0.04978,0.17085,0.07467,-0.00372,0.25628,1.49949,0.03922,0.0,9.8,9.79293
0.377,0.0262,0.04995,0.17117,0.07493,-0.00374,0.25675,1.49949,0.0393,0.0,9.8,9.79289
0.378,0.02625,0.05012,0.1715,0.07518,-0.00377,0.25725,1.49948,0.03937,0.0,9.8,9.79285
0.379,0.0263,0.0503,0.17183,0.07545,-0.0038,0.25774,1.49948,0.03945,0.0,9.8,9.79282
0.38,0.02635,0.05047,0.17216,0.0757,-0.00382,0.25824,1.49948,0.03952,0.0,9.8,9.79278
0.381,0.0264,0.05064,0.17249,0.07596,-0.00385,0.25874,1.49948,0.0396,0.0,9.8,9.79274
0.382,0.02645,0.05081,0.17282,0.07622,-0.00387,0.25923,1.49948,0.03967,0.0,9.8,9.7927
0.383,0.02651,0.05099,0.17315,0.07648,-0.0039,0.25972,1.49947,0.03976,0.0,9.8,9.79266
0.384,0.02656,0.05116,0.17348,0.07674,-0.00393,0.26022,1.49947,0.03984,0.0,9.8,9.79262
0.385,0.02661,0.05133,0.17382,0.077,-0.00395,0.26073,1.49947,0.03991,0.0,9.8,9.79258
0.386,0.02666,0.05151,0.17415,0.07726,-0.00398,0.26122,1.49947,0.03999,0.0,9.8,9.79254
0.387,0.02671,0.05168,0.17449,0.07752,-0.00401,0.26174,1.49946,0.04006,0.0,9.8,9.7925
0.388,0.02676,0.05186,0.17483,0.07779,-0.00403,0.26224,1.49946,0.04014,0.0,9.8,9.79246
0.389,0.02681,0.05203,0.17517,0.07804,-0.00406,0.26275,1.49946,0.04021,0.0,9.8,9.79242
0.39,0.02687,0.05221,0.17551,0.07832,-0.00409,0.26326,1.49946,0.0403,0.0,9.8,9.79237
0.391,0.02692,0.05238,0.17585,0.07857,-0.00412,0.26377,1.49946,0.04038,0.0,9.8,9.79233
0.392,0.02697,0.05256,0.17619,0.07884,-0.00414,0.26428,1.49945,0.04045,0.0,9.8,9.79229
0.393,0.02702,0.05273,0.17654,0.0791,-0.00417,0.26481,1.49945,0.04053,0.0,9.8,9.79225
0.394,0.02708,0.05291,0.17688,0.07936,-0.0042,0.26532,1.49945,0.04062,0.0,9.8,9.79221
0.395,0.02713,0.05309,0.17723,0.07964,-0.00423,0.26584,1.49945,0.04069,0.0,9.8,9.79217
0.396,0.02718,0.05327,0.17758,0.0799,-0.00426,0.26637,1.49945,0.04076,0.0,9.8,9.79212
0.397,0.02724,0.05344,0.17792,0.08016,-0.00428,0.26688,1.49944,0.04085,0.0,9.8,9.79208
0.398,0.02729,0.05362,0.17827,0.08043,-0.00431,0.2674,1.49944,0.04093,0.0,9.8,9.79204
0.399,0.02734,0.0538,0.17862,0.0807,-0.00434,0.26793,1.49944,0.041,0.0,9.8,9.79199
0.4,0.0274,0.05398,0.17898,0.08097,-0.00437,0.26847,1.49944,0.04109,0.0,9.8,9.79195
0.401,0.02745,0.05416,0.17933,0.08124,-0.0044,0.269,1.49943,0.04117,0.0,9.8,9.79191
0.402,0.02751,0.05434,0.17968,0.08151,-0.00443,0.26952,1.49943,0.04126,0.0,9.8,9.79186
0.403,0.02756,0.05452,0.18004,0.08178,-0.00446,0.27006,1.49943,0.04133,0.0,9.8,9.79182
0.404,0.02762,0.0547,0.1804,0.08205,-0.00449,0.2706,1.49943,0.04142,0.0,9.8,9.79178
0.405,0.02767,0.05488,0.18075,0.08232,-0.00452,0.27112,1.49943,0.0415,0.0,9.8,9.79173
0.406,0.02772,0.05506,0.18111,0.08259,-0.00455,0.27166,1.49942,0.04157,0.0,9.8,9.79169
0.407,0.02778,0.05524,0.18147,0.08286,-0.00458,0.2722,1.49942,0.04166,0.0,9.8,9.79164
0.408,0.02784,0.05542,0.18183,0.08313,-0.00461,0.27274,1.49942,0.04175,0.0,9.8,9.7916
0.409,0.02789,0.0556,0.1822,0.0834,-0.00464,0.2733,1.49942,0.04183,0.0,9.8,9.79155
0.41,0.02795,0.05579,0.18256,0.08368,-0.00467,0.27384,1.49941,0.04192,0.0,9.8,9.79151
0.411,0.028,0.05597,0.18293,0.08396,-0.0047,0.2744,1.49941,0.04199,0.0,9.8,9.79146
0.412,0.02806,0.05615,0.18329,0.08422,-0.00473,0.27494,1.49941,0.04208,0.0,9.8,9.79141
0.413,0.02811,0.05634,0.18366,0.08451,-0.00476,0.27549,1.49941,0.04216,0.0,9.8,9.79137
0.414,0.02817,0.05652,0.18403,0.08478,-0.00479,0.27604,1.4994,0.04225,0.0,9.8,9.79132
0.415,0.02823,0.0567,0.1844,0.08505,-0.00482,0.2766,1.4994,0.04234,0.0,9.8,9.79127
0.416,0.02828,0.05689,0.18477,0.08534,-0.00485,0.27716,1.4994,0.04241,0.0,9.8,9.79123
0.417,0.02834,0.05707,0.18514,0.0856,-0.00489,0.27771,1.4994,0.0425,0.0,9.8,9.79118
0.418,0.0284,0.05726,0.18551,0.08589,-0.00492,0.27826,1.4994,0.04259,0.0,9.8,9.79113
0.419,0.02846,0.05744,0.18589,0.08616,-0.00495,0.27884,1.49939,0.04268,0.0,9.8,9.79108
0.42,0.02851,0.05763,0.18626,0.08644,-0.00498,0.27939,1.49939,0.04276,0.0,9.8,9.79103
0.421,0.02857,0.05782,0.18664,0.08673,-0.00501,0.27996,1.49939,0.04285,0.0,9.8,9.79099
0.422,0.02863,0.058,0.18702,0.087,-0.00505,0.28053,1.49939,0.04294,0.0,9.8,9.79094
0.423,0.02869,0.05819,0.1874,0.08728,-0.00508,0.2811,1.49938,0.04303,0.0,9.8,9.79089
0.424,0.02875,0.05838,0.18778,0.08757,-0.00511,0.28167,1.49938,0.04312,0.0,9.8,9.79084
0.425,0.0288,0.05857,0.18816,0.08785,-0.00515,0.28224,1.49938,0.04319,0.0,9.8,9.79079
0.426,0.02886,0.05876,0.18854,0.08814,-0.00518,0.28281,1.49938,0.04328,0.0,9.8,9.79074
0.427,0.02892,0.05894,0.18893,0.08841,-0.00521,0.28339,1.49937,0.04337,0.0,9.8,9.79069
0.428,0.02898,0.05913,0.18931,0.0887,-0.00524,0.28397,1.49937,0.04346,0.0,9.8,9.79064
0.429,0.02904,0.05932,0.1897,0.08898,-0.00528,0.28455,1.49937,0.04355,0.0,9.8,9.79059
0.43,0.0291,0.05951,0.19009,0.08926,-0.00531,0.28514,1.49936,0.04364,0.0,9.8,9.79054
0.431,0.02916,0.0597,0.19048,0.08955,-0.00535,0.28572,1.49936,0.04373,0.0,9.8,9.79049
0.432,0.02922,0.05989,0.19087,0.08984,-0.00538,0.28631,1.49936,0.04382,0.0,9.8,9.79044
0.433,0.02928,0.06008,0.19126,0.09012,-0.00541,0.28689,1.49936,0.04391,0.0,9.8,9.79038
0.434,0.02934,0.06028,0.19165,0.09042,-0.00545,0.28747,1.49935,0.044,0.0,9.8,9.79033
0.435,0.0294,0.06047,0.19205,0.0907,-0.00548,0.28807,1.49935,0.04409,0.0,9.8,9.79028
0.436,0.02946,0.06066,0.19244,0.09099,-0.00552,0.28866,1.49935,0.04418,0.0,9.8,9.79023
0.437,0.02952,0.06085,0.19284,0.09128,-0.00555,0.28926,1.49935,0.04427,0.0,9.8,9.79018
0.438,0.02958,0.06105,0.19324,0.09158,-0.00559,0.28986,1.49934,0.04436,0.0,9.8,9.79012
0.439,0.02964,0.06124,0.19364,0.09186,-0.00563,0.29046,1.49934,0.04445,0.0,9.8,9.79007
0.44,0.0297,0.06143,0.19404,0.09214,-0.00566,0.29106,1.49934,0.04454,0.0,9.8,9.79002
0.441,0.02977,0.06163,0.19444,0.09244,-0.0057,0.29166,1.49934,0.04465,0.0,9.8,9.78996
0.442,0.02983,0.06182,0.19484,0.09273,-0.00573,0.29226,1.49933,0.04474,0.0,9.8,9.78991
0.443,0.02989,0.06202,0.19525,0.09303,-0.00577,0.29288,1.49933,0.04483,0.0,9.8,9.78985
0.444,0.02995,0.06221,0.19565,0.09332,-0.00581,0.29348,1.49933,0.04492,0.0,9.8,9.7898
0.445,0.03001,0.06241,0.19606,0.09362,-0.00584,0.29409,1.49932,0.04501,0.0,9.8,9.78974
0.446,0.03008,0.0626,0.19647,0.0939,-0.00588,0.2947,1.49932,0.04511,0.0,9.8,9.78969
0.447,0.03014,0.0628,0.19688,0.0942,-0.00592,0.29532,1.49932,0.0452,0.0,9.8,9.78963
0.448,0.0302,0.063,0.19729,0.0945,-0.00595,0.29594,1.49932,0.04529,0.0,9.8,9.78958
0.449,0.03026,0.0632,0.1977,0.0948,-0.00599,0.29655,1.49931,0.04538,0.0,9.8,9.78952
0.45,0.03033,0.06339,0.19811,0.09508,-0.00603,0.29716,1.49931,0.04549,0.0,9.8,9.78947
0.451,0.03039,0.06359,0.19853,0.09538,-0.00607,0.2978,1.49931,0.04558,0.0,9.8,9.78941
0.452,0.03046,0.06379,0.19894,0.09568,-0.0061,0.29841,1.4993,0.04568,0.0,9.8,9.78935
0.453,0.03052,0.06399,0.19936,0.09599,-0.00614,0.29904,1.4993,0.04577,0.0,9.8,9.78929
0.454,0.03058,0.06419,0.19978,0.09628,-0.00618,0.29967,1.4993,0.04586,0.0,9.8,9.78924
0.455,0.03065,0.06439,0.2002,0.09658,-0.00622,0.3003,1.4993,0.04597,0.0,9.8,9.78918
0.456,0.03071,0.06459,0.20062,0.09688,-0.00626,0.30093,1.49929,0.04606,0.0,9.8,9.78912
0.457,0.03078,0.06479,0.20104,0.09718,-0.0063,0.30156,1.49929,0.04616,0.0,9.8,9.78906
0.458,0.03084,0.06499,0.20147,0.09749,-0.00634,0.3022,1.49929,0.04625,0.0,9.8,9.789
0.459,0.03091,0.06519,0.20189,0.09778,-0.00637,0.30283,1.49928,0.04636,0.0,9.8,9.78894
0.46,0.03097,0.0654,0.20232,0.0981,-0.00642,0.30348,1.49928,0.04645,0.0,9.8,9.78889
0.461,0.03104,0.0656,0.20275,0.0984,-0.00646,0.30413,1.49928,0.04655,0.0,9.8,9.78883
0.462,0.0311,0.0658,0.20317,0.0987,-0.00649,0.30476,1.49927,0.04664,0.0,9.8,9.78877
0.463,0.03117,0.066,0.20361,0.099,-0.00653,0.30542,1.49927,0.04675,0.0,9.8,9.78871
0.464,0.03124,0.06621,0.20404,0.09932,-0.00658,0.30606,1.49927,0.04685,0.0,9.8,9.78864
0.465,0.0313,0.06641,0.20447,0.09962,-0.00662,0.3067,1.49927,0.04694,0.0,9.8,9.78858
0.466,0.03137,0.06662,0.2049,0.09993,-0.00666,0.30735,1.49926,0.04705,0.0,9.8,9.78852
0.467,0.03143,0.06682,0.20534,0.10023,-0.0067,0.30801,1.49926,0.04714,0.0,9.8,9.78846
0.468,0.0315,0.06703,0.20578,0.10055,-0.00674,0.30867,1.49926,0.04724,0.0,9.8,9.7884
0.469,0.03157,0.06723,0.20622,0.10084,-0.00678,0.30933,1.49925,0.04735,0.0,9.8,9.78834
0.47,0.03164,0.06744,0.20665,0.10116,-0.00682,0.30998,1.49925,0.04745,0.0,9.8,9.78827
0.471,0.0317,0.06765,0.2071,0.10148,-0.00686,0.31065,1.49925,0.04754,0.0,9.8,9.78821
0.472,0.03177,0.06785,0.20754,0.10177,-0.00691,0.31131,1.49924,0.04765,0.0,9.8,9.78815
0.473,0.03184,0.06806,0.20798,0.10209,-0.00695,0.31197,1.49924,0.04775,0.0,9.8,9.78808
0.474,0.03191,0.06827,0.20843,0.1024,-0.00699,0.31264,1.49924,0.04786,0.0,9.8,9.78802
0.475,0.03198,0.06848,0.20887,0.10272,-0.00703,0.3133,1.49923,0.04796,0.0,9.8,9.78796
0.476,0.03204,0.06869,0.20932,0.10304,-0.00708,0.31398,1.49923,0.04805,0.0,9.8,9.78789
0.477,0.03211,0.0689,0.20977,0.10335,-0.00712,0.31466,1.49923,0.04816,0.0,9.8,9.78783
0.478,0.03218,0.06911,0.21022,0.10366,-0.00716,0.31533,1.49922,0.04826,0.0,9.8,9.78776
0.479,0.03225,0.06932,0.21067,0.10398,-0.00721,0.316,1.49922,0.04837,0.0,9.8,9.7877
0.48,0.03232,0.06953,0.21113,0.1043,-0.00725,0.3167,1.49922,0.04847,0.0,9.8,9.78763
0.481,0.03239,0.06974,0.21158,0.10461,-0.0073,0.31737,1.49921,0.04858,0.0,9.8,9.78756
0.482,0.03246,0.06995,0.21204,0.10492,-0.00734,0.31806,1.49921,0.04868,0.0,9.8,9.7875
0.483,0.03253,0.07016,0.2125,0.10524,-0.00738,0.31875,1.49921,0.04879,0.0,9.8,9.78743
0.484,0.0326,0.07038,0.21295,0.10557,-0.00743,0.31942,1.4992,0.04889,0.0,9.8,9.78736
0.485,0.03267,0.07059,0.21341,0.10588,-0.00747,0.32012,1.4992,0.049,0.0,9.8,9.7873
0.486,0.03274,0.0708,0.21388,0.1062,-0.00752,0.32082,1.4992,0.0491,0.0,9.8,9.78723
0.487,0.03281,0.07102,0.21434,0.10653,-0.00757,0.32151,1.49919,0.04921,0.0,9.8,9.78716
0.488,0.03288,0.07123,0.2148,0.10684,-0.00761,0.3222,1.49919,0.04931,0.0,9.8,9.78709
0.489,0.03296,0.07145,0.21527,0.10718,-0.00766,0.3229,1.49919,0.04943,0.0,9.8,9.78702
0.49,0.03303,0.07166,0.21574,0.10749,-0.0077,0.32361,1.49918,0.04954,0.0,9.8,9.78695
0.491,0.0331,0.07188,0.2162,0.10782,-0.00775,0.3243,1.49918,0.04964,0.0,9.8,9.78688
0.492,0.03317,0.0721,0.21668,0.10815,-0.0078,0.32502,1.49917,0.04975,0.0,9.8,9.78681
0.493,0.03324,0.07231,0.21715,0.10846,-0.00784,0.32573,1.49917,0.04985,0.0,9.8,9.78674
0.494,0.03332,0.07253,0.21762,0.1088,-0.00789,0.32643,1.49917,0.04997,0.0,9.8,9.78667
0.495,0.03339,0.07275,0.21809,0.10912,-0.00794,0.32714,1.49916,0.05008,0.0,9.8,9.7866
0.496,0.03346,0.07297,0.21857,0.10946,-0.00799,0.32786,1.49916,0.05018,0.0,9.8,9.78653
0.497,0.03353,0.07318,0.21905,0.10977,-0.00803,0.32858,1.49916,0.05029,0.0,9.8,9.78646
0.498,0.03361,0.0734,0.21953,0.1101,-0.00808,0.3293,1.49915,0.05041,0.0,9.8,9.78638
0.499,0.03368,0.07362,0.22001,0.11043,-0.00813,0.33002,1.49915,0.05051,0.0,9.8,9.78631
0.5,0.03375,0.07384,0.22049,0.11076,-0.00818,0.33074,1.49915,0.05062,0.0,9.8,9.78624
0.501,0.03383,0.07406,0.22097,0.11109,-0.00823,0.33146,1.49914,0.05074,0.0,9.8,9.78616
0.502,0.0339,0.07429,0.22145,0.11144,-0.00828,0.33218,1.49914,0.05084,0.0,9.8,9.78609
0.503,0.03398,0.07451,0.22194,0.11176,-0.00833,0.33291,1.49913,0.05096,0.0,9.8,9.78602
0.504,0.03405,0.07473,0.22243,0.1121,-0.00838,0.33364,1.49913,0.05107,0.0,9.8,9.78594
0.505,0.03413,0.07495,0.22292,0.11242,-0.00843,0.33438,1.49913,0.05119,0.0,9.8,9.78587
0.506,0.0342,0.07518,0.22341,0.11277,-0.00848,0.33512,1.49912,0.05129,0.0,9.8,9.78579
0.507,0.03428,0.0754,0.2239,0.1131,-0.00853,0.33585,1.49912,0.05141,0.0,9.8,9.78572
0.508,0.03435,0.07562,0.22439,0.11343,-0.00858,0.33658,1.49912,0.05151,0.0,9.8,9.78564
0.509,0.03443,0.07585,0.22488,0.11378,-0.00863,0.33732,1.49911,0.05163,0.0,9.8,9.78556
0.51,0.0345,0.07607,0.22538,0.1141,-0.00868,0.33807,1.49911,0.05174,0.0,9.8,9.78549
0.511,0.03458,0.0763,0.22588,0.11445,-0.00873,0.33882,1.4991,0.05186,0.0,9.8,9.78541
0.512,0.03466,0.07653,0.22638,0.1148,-0.00879,0.33957,1.4991,0.05198,0.0,9.8,9.78533
0.513,0.03473,0.07675,0.22688,0.11512,-0.00884,0.34032,1.4991,0.05208,0.0,9.8,9.78525
0.514,0.03481,0.07698,0.22738,0.11547,-0.00889,0.34107,1.49909,0.0522,0.0,9.8,9.78517
0.515,0.03489,0.07721,0.22788,0.11582,-0.00894,0.34182,1.49909,0.05232,0.0,9.8,9.7851
0.516,0.03496,0.07743,0.22839,0.11614,-0.00899,0.34258,1.49908,0.05243,0.0,9.8,9.78502
0.517,0.03504,0.07766,0.22889,0.11649,-0.00905,0.34334,1.49908,0.05255,0.0,9.8,9.78494
0.518,0.03512,0.07789,0.2294,0.11684,-0.0091,0.3441,1.49908,0.05267,0.0,9.8,9.78486
0.519,0.0352,0.07812,0.22991,0.11718,-0.00915,0.34486,1.49907,0.05279,0.0,9.8,9.78478
0.52,0.03528,0.07835,0.23042,0.11752,-0.00921,0.34563,1.49907,0.05291,0.0,9.8,9.78469
0.521,0.03535,0.07858,0.23093,0.11787,-0.00926,0.3464,1.49906,0.05301,0.0,9.8,9.78461
0.522,0.03543,0.07881,0.23145,0.11822,-0.00932,0.34718,1.49906,0.05313,0.0,9.8,9.78453
0.523,0.03551,0.07905,0.23196,0.11857,-0.00937,0.34794,1.49905,0.05325,0.0,9.8,9.78445
0.524,0.03559,0.07928,0.23248,0.11892,-0.00943,0.34872,1.49905,0.05337,0.0,9.8,9.78437
0.525,0.03567,0.07951,0.233,0.11926,-0.00948,0.3495,1.49905,0.05349,0.0,9.8,9.78428
0.526,0.03575,0.07974,0.23352,0.11961,-0.00954,0.35028,1.49904,0.05361,0.0,9.8,9.7842
0.527,0.03583,0.07998,0.23404,0.11997,-0.0096,0.35106,1.49904,0.05373,0.0,9.8,9.78412
0.528,0.03591,0.08021,0.23456,0.12032,-0.00965,0.35184,1.49903,0.05385,0.0,9.8,9.78403
0.529,0.03599,0.08045,0.23509,0.12067,-0.00971,0.35264,1.49903,0.05397,0.0,9.8,9.78395
0.53,0.03607,0.08068,0.23561,0.12102,-0.00976,0.35342,1.49902,0.05409,0.0,9.8,9.78386
0.531,0.03615,0.08092,0.23614,0.12138,-0.00982,0.35421,1.49902,0.05421,0.0,9.8,9.78377
0.532,0.03623,0.08115,0.23667,0.12172,-0.00988,0.355,1.49902,0.05433,0.0,9.8,9.78369
0.533,0.03631,0.08139,0.2372,0.12208,-0.00994,0.3558,1.49901,0.05445,0.0,9.8,9.7836
0.534,0.0364,0.08163,0.23773,0.12244,-0.01,0.3566,1.49901,0.05459,0.0,9.8,9.78351
0.535,0.03648,0.08187,0.23827,0.1228,-0.01005,0.3574,1.499,0.05471,0.0,9.8,9.78343
0.536,0.03656,0.08211,0.2388,0.12316,-0.01011,0.3582,1.499,0.05483,0.0,9.8,9.78334
0.537,0.03664,0.08234,0.23934,0.12351,-0.01017,0.35901,1.49899,0.05495,0.0,9.8,9.78325
0.538,0.03672,0.08258,0.23988,0.12387,-0.01023,0.35982,1.49899,0.05507,0.0,9.8,9.78316
0.539,0.03681,0.08282,0.24042,0.12423,-0.01029,0.36063,1.49898,0.0552,0.0,9.8,9.78307
0.54,0.03689,0.08307,0.24096,0.1246,-0.01035,0.36144,1.49898,0.05532,0.0,9.8,9.78298
0.541,0.03697,0.08331,0.2415,0.12496,-0.01041,0.36225,1.49898,0.05544,0.0,9.8,9.78289
0.542,0.03706,0.08355,0.24205,0.12532,-0.01047,0.36308,1.49897,0.05558,0.0,9.8,9.7828
0.543,0.03714,0.08379,0.24259,0.12568,-0.01053,0.36388,1.49897,0.0557,0.0,9.8,9.78271
0.544,0.03722,0.08403,0.24314,0.12604,-0.01059,0.36471,1.49896,0.05582,0.0,9.8,9.78262
0.545,0.03731,0.08428,0.24369,0.12642,-0.01065,0.36554,1.49896,0.05595,0.0,9.8,9.78253
0.546,0.03739,0.08452,0.24424,0.12678,-0.01072,0.36636,1.49895,0.05607,0.0,9.8,9.78243
0.547,0.03748,0.08477,0.24479,0.12715,-0.01078,0.36718,1.49895,0.05621,0.0,9.8,9.78234
0.548,0.03756,0.08501,0.24535,0.12751,-0.01084,0.36803,1.49894,0.05633,0.0,9.8,9.78225
0.549,0.03765,0.08526,0.2459,0.12789,-0.0109,0.36885,1.49894,0.05646,0.0,9.8,9.78215
0.55,0.03773,0.0855,0.24646,0.12825,-0.01097,0.36969,1.49893,0.05658,0.0,9.8,9.78206
0.551,0.03782,0.08575,0.24702,0.12863,-0.01103,0.37053,1.49893,0.05672,0.0,9.8,9.78196
0.552,0.0379,0.086,0.24758,0.129,-0.01109,0.37137,1.49892,0.05684,0.0,9.8,9.78187
0.553,0.03799,0.08624,0.24814,0.12936,-0.01116,0.37221,1.49892,0.05697,0.0,9.8,9.78177
0.554,0.03808,0.08649,0.24871,0.12973,-0.01122,0.37306,1.49891,0.05711,0.0,9.8,9.78168
0.555,0.03816,0.08674,0.24927,0.13011,-0.01129,0.3739,1.49891,0.05723,0.0,9.8,9.78158
0.556,0.03825,0.08699,0.24984,0.13048,-0.01135,0.37476,1.4989,0.05736,0.0,9.8,9.78148
0.557,0.03834,0.08724,0.25041,0.13086,-0.01142,0.37562,1.4989,0.0575,0.0,9.8,9.78138
0.558,0.03842,0.08749,0.25098,0.13123,-0.01148,0.37647,1.49889,0.05762,0.0,9.8,9.78128
0.559,0.03851,0.08774,0.25155,0.13161,-0.01155,0.37732,1.49889,0.05775,0.0,9.8,9.78119
0.56,0.0386,0.08799,0.25212,0.13198,-0.01161,0.37818,1.49888,0.05789,0.0,9.8,9.78109
0.561,0.03869,0.08825,0.2527,0.13238,-0.01168,0.37905,1.49888,0.05802,0.0,9.8,9.78099
0.562,0.03878,0.0885,0.25328,0.13275,-0.01175,0.37992,1.49887,0.05816,0.0,9.8,9.78088
0.563,0.03887,0.08875,0.25386,0.13312,-0.01181,0.38079,1.49887,0.05829,0.0,9.8,9.78078
0.564,0.03895,0.08901,0.25444,0.13352,-0.01188,0.38166,1.49886,0.05841,0.0,9.8,9.78068
0.565,0.03904,0.08926,0.25502,0.13389,-0.01195,0.38253,1.49886,0.05855,0.0,9.8,9.78058
0.566,0.03913,0.08952,0.2556,0.13428,-0.01202,0.3834,1.49885,0.05868,0.0,9.8,9.78048
0.567,0.03922,0.08977,0.25619,0.13466,-0.01209,0.38428,1.49885,0.05881,0.0,9.8,9.78037
0.568,0.03931,0.09003,0.25677,0.13504,-0.01216,0.38516,1.49884,0.05895,0.0,9.8,9.78027
0.569,0.0394,0.09029,0.25736,0.13544,-0.01223,0.38604,1.49884,0.05908,0.0,9.8,9.78017
0.57,0.03949,0.09055,0.25795,0.13582,-0.0123,0.38692,1.49883,0.05922,0.0,9.8,9.78006
0.571,0.03958,0.0908,0.25854,0.1362,-0.01237,0.38781,1.49883,0.05935,0.0,9.8,9.77996
0.572,0.03967,0.09106,0.25914,0.13659,-0.01244,0.38871,1.49882,0.05949,0.0,9.8,9.77985
0.573,0.03977,0.09132,0.25973,0.13698,-0.01251,0.3896,1.49881,0.05964,0.0,9.8,9.77974
0.574,0.03986,0.09158,0.26033,0.13737,-0.01258,0.3905,1.49881,0.05977,0.0,9.8,9.77964
0.575,0.03995,0.09184,0.26093,0.13776,-0.01265,0.3914,1.4988,0.05991,0.0,9.8,9.77953
0.576,0.04004,0.0921,0.26153,0.13815,-0.01272,0.39229,1.4988,0.06004,0.0,9.8,9.77942
0.577,0.04013,0.09237,0.26213,0.13855,-0.0128,0.39319,1.49879,0.06018,0.0,9.8,9.77931
0.578,0.04023,0.09263,0.26273,0.13895,-0.01287,0.3941,1.49879,0.06033,0.0,9.8,9.7792
0.579,0.04032,0.09289,0.26334,0.13933,-0.01294,0.39501,1.49878,0.06046,0.0,9.8,9.77909
0.58,0.04041,0.09315,0.26395,0.13972,-0.01302,0.39592,1.49878,0.0606,0.0,9.8,9.77898
0.581,0.0405,0.09342,0.26456,0.14013,-0.01309,0.39684,1.49877,0.06073,0.0,9.8,9.77887
0.582,0.0406,0.09368,0.26517,0.14052,-0.01316,0.39776,1.49876,0.06088,0.0,9.8,9.77876
0.583,0.04069,0.09395,0.26578,0.14093,-0.01324,0.39867,1.49876,0.06102,0.0,9.8,9.77865
0.584,0.04079,0.09422,0.26639,0.14133,-0.01332,0.39958,1.49875,0.06117,0.0,9.8,9.77854
0.585,0.04088,0.09448,0.26701,0.14172,-0.01339,0.40052,1.49875,0.0613,0.0,9.8,9.77842
0.586,0.04097,0.09475,0.26763,0.14212,-0.01347,0.40144,1.49874,0.06144,0.0,9.8,9.77831
0.587,0.04107,0.09502,0.26825,0.14253,-0.01354,0.40238,1.49874,0.06159,0.0,9.8,9.77819
0.588,0.04116,0.09529,0.26887,0.14294,-0.01362,0.4033,1.49873,0.06172,0.0,9.8,9.77808
0.589,0.04126,0.09555,0.26949,0.14332,-0.01369,0.40424,1.49872,0.06187,0.0,9.8,9.77796
0.59,0.04136,0.09582,0.27012,0.14373,-0.01377,0.40518,1.49872,0.06202,0.0,9.8,9.77785
0.591,0.04145,0.0961,0.27074,0.14415,-0.01385,0.40611,1.49871,0.06216,0.0,9.8,9.77773
0.592,0.04155,0.09637,0.27137,0.14455,-0.01393,0.40706,1.49871,0.06231,0.0,9.8,9.77761
0.593,0.04164,0.09664,0.272,0.14496,-0.01401,0.408,1.4987,0.06244,0.0,9.8,9.77749
0.594,0.04174,0.09691,0.27263,0.14536,-0.01409,0.40894,1.49869,0.06259,0.0,9.8,9.77738
0.595,0.04184,0.09718,0.27327,0.14577,-0.01417,0.4099,1.49869,0.06274,0.0,9.8,9.77726
0.596,0.04194,0.09746,0.2739,0.14619,-0.01425,0.41085,1.49868,0.06289,0.0,9.8,9.77714
0.597,0.04203,0.09773,0.27454,0.1466,-0.01433,0.41181,1.49868,0.06303,0.0,9.8,9.77702
0.598,0.04213,0.09801,0.27518,0.14702,-0.01441,0.41277,1.49867,0.06318,0.0,9.8,9.7769
0.599,0.04223,0.09828,0.27582,0.14742,-0.01449,0.41373,1.49866,0.06333,0.0,9.8,9.77677
0.6,0.04233,0.09856,0.27646,0.14784,-0.01457,0.41469,1.49866,0.06348,0.0,9.8,9.77665
0.601,0.04243,0.09883,0.2771,0.14825,-0.01465,0.41565,1.49865,0.06363,0.0,9.8,9.77653
0.602,0.04253,0.09911,0.27775,0.14866,-0.01473,0.41662,1.49864,0.06378,0.0,9.8,9.77641
