Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition,zPosition,Weight,Normal
0.603,0.04262,0.09939,0.2784,0.14909,-0.01482,0.4176,1.49864,0.06391,0.0,9.8,9.77628
0.604,0.04272,0.09967,0.27905,0.1495,-0.0149,0.41858,1.49863,0.06406,0.0,9.8,9.77616
0.605,0.04282,0.09995,0.2797,0.14992,-0.01499,0.41955,1.49863,0.06421,0.0,9.8,9.77603
0.606,0.04292,0.10023,0.28035,0.15034,-0.01507,0.42052,1.49862,0.06436,0.0,9.8,9.7759
0.607,0.04302,0.10051,0.28101,0.15077,-0.01515,0.42152,1.49861,0.06451,0.0,9.8,9.77578
0.608,0.04313,0.10079,0.28166,0.15119,-0.01524,0.42249,1.49861,0.06467,0.0,9.8,9.77565
0.609,0.04323,0.10107,0.28232,0.1516,-0.01532,0.42348,1.4986,0.06482,0.0,9.8,9.77552
0.61,0.04333,0.10135,0.28298,0.15202,-0.01541,0.42447,1.49859,0.06497,0.0,9.8,9.77539
0.611,0.04343,0.10164,0.28365,0.15246,-0.0155,0.42548,1.49859,0.06512,0.0,9.8,9.77526
0.612,0.04353,0.10192,0.28431,0.15288,-0.01558,0.42646,1.49858,0.06527,0.0,9.8,9.77513
0.613,0.04363,0.10221,0.28498,0.15331,-0.01567,0.42747,1.49857,0.06542,0.0,9.8,9.775
0.614,0.04374,0.10249,0.28564,0.15374,-0.01576,0.42846,1.49857,0.06559,0.0,9.8,9.77487
0.615,0.04384,0.10278,0.28631,0.15417,-0.01585,0.42946,1.49856,0.06574,0.0,9.8,9.77474
0.616,0.04394,0.10306,0.28699,0.15459,-0.01593,0.43048,1.49855,0.06589,0.0,9.8,9.77461
0.617,0.04404,0.10335,0.28766,0.15502,-0.01602,0.43149,1.49855,0.06604,0.0,9.8,9.77447
0.618,0.04415,0.10364,0.28834,0.15546,-0.01611,0.43251,1.49854,0.0662,0.0,9.8,9.77434
0.619,0.04425,0.10393,0.28901,0.1559,-0.0162,0.43352,1.49853,0.06635,0.0,9.8,9.7742
0.62,0.04436,0.10422,0.28969,0.15633,-0.01629,0.43454,1.49852,0.06652,0.0,9.8,9.77407
0.621,0.04446,0.10451,0.29037,0.15677,-0.01638,0.43556,1.49852,0.06667,0.0,9.8,9.77393
0.622,0.04456,0.1048,0.29106,0.1572,-0.01647,0.43659,1.49851,0.06682,0.0,9.8,9.7738
0.623,0.04467,0.10509,0.29174,0.15764,-0.01657,0.43761,1.4985,0.06698,0.0,9.8,9.77366
0.624,0.04477,0.10538,0.29243,0.15807,-0.01666,0.43865,1.4985,0.06713,0.0,9.8,9.77352
0.625,0.04488,0.10567,0.29312,0.1585,-0.01675,0.43968,1.49849,0.0673,0.0,9.8,9.77338
0.626,0.04499,0.10597,0.29381,0.15895,-0.01684,0.44072,1.49848,0.06746,0.0,9.8,9.77324
0.627,0.04509,0.10626,0.2945,0.15939,-0.01694,0.44175,1.49848,0.06761,0.0,9.8,9.7731
0.628,0.0452,0.10656,0.29519,0.15984,-0.01703,0.44278,1.49847,0.06778,0.0,9.8,9.77296
0.629,0.0453,0.10685,0.29589,0.16028,-0.01713,0.44384,1.49846,0.06793,0.0,9.8,9.77282
0.63,0.04541,0.10715,0.29659,0.16072,-0.01722,0.44488,1.49845,0.06809,0.0,9.8,9.77268
0.631,0.04552,0.10745,0.29729,0.16118,-0.01732,0.44594,1.49845,0.06826,0.0,9.8,9.77253
0.632,0.04563,0.10774,0.29799,0.16161,-0.01741,0.44698,1.49844,0.06842,0.0,9.8,9.77239
0.633,0.04573,0.10804,0.2987,0.16206,-0.01751,0.44805,1.49843,0.06857,0.0,9.8,9.77224
0.634,0.04584,0.10834,0.2994,0.16251,-0.01761,0.4491,1.49842,0.06874,0.0,9.8,9.7721
0.635,0.04595,0.10864,0.30011,0.16296,-0.0177,0.45016,1.49842,0.0689,0.0,9.8,9.77195
0.636,0.04606,0.10894,0.30082,0.16341,-0.0178,0.45123,1.49841,0.06907,0.0,9.8,9.7718
0.637,0.04617,0.10924,0.30153,0.16386,-0.0179,0.4523,1.4984,0.06923,0.0,9.8,9.77166
0.638,0.04628,0.10954,0.30225,0.16431,-0.018,0.45338,1.49839,0.0694,0.0,9.8,9.77151
0.639,0.04639,0.10985,0.30296,0.16478,-0.0181,0.45444,1.49839,0.06956,0.0,9.8,9.77136
0.64,0.0465,0.11015,0.30368,0.16522,-0.0182,0.45552,1.49838,0.06972,0.0,9.8,9.77121
0.641,0.04661,0.11045,0.3044,0.16568,-0.0183,0.4566,1.49837,0.06989,0.0,9.8,9.77106
0.642,0.04672,0.11076,0.30512,0.16614,-0.0184,0.45768,1.49836,0.07005,0.0,9.8,9.77091
0.643,0.04683,0.11106,0.30585,0.16659,-0.0185,0.45878,1.49836,0.07022,0.0,9.8,9.77075
0.644,0.04694,0.11137,0.30657,0.16706,-0.0186,0.45986,1.49835,0.07038,0.0,9.8,9.7706
0.645,0.04705,0.11168,0.3073,0.16752,-0.01871,0.46095,1.49834,0.07055,0.0,9.8,9.77045
0.646,0.04716,0.11199,0.30803,0.16798,-0.01881,0.46205,1.49833,0.07071,0.0,9.8,9.77029
0.647,0.04728,0.11229,0.30876,0.16844,-0.01891,0.46314,1.49832,0.07089,0.0,9.8,9.77014
0.648,0.04739,0.1126,0.30949,0.1689,-0.01902,0.46423,1.49832,0.07106,0.0,9.8,9.76998
0.649,0.0475,0.11291,0.31023,0.16936,-0.01912,0.46534,1.49831,0.07122,0.0,9.8,9.76982
0.65,0.04762,0.11322,0.31097,0.16983,-0.01923,0.46646,1.4983,0.0714,0.0,9.8,9.76966
0.651,0.04773,0.11353,0.31171,0.1703,-0.01933,0.46756,1.49829,0.07157,0.0,9.8,9.7695
0.652,0.04784,0.11385,0.31245,0.17078,-0.01944,0.46868,1.49828,0.07173,0.0,9.8,9.76935
0.653,0.04796,0.11416,0.31319,0.17124,-0.01955,0.46978,1.49828,0.07191,0.0,9.8,9.76918
0.654,0.04807,0.11447,0.31394,0.1717,-0.01966,0.47091,1.49827,0.07208,0.0,9.8,9.76902
0.655,0.04819,0.11479,0.31469,0.17218,-0.01977,0.47204,1.49826,0.07226,0.0,9.8,9.76886
0.656,0.0483,0.1151,0.31544,0.17265,-0.01987,0.47316,1.49825,0.07242,0.0,9.8,9.7687
0.657,0.04842,0.11542,0.31619,0.17313,-0.01998,0.47429,1.49824,0.0726,0.0,9.8,9.76853
0.658,0.04853,0.11573,0.31694,0.1736,-0.02009,0.47541,1.49823,0.07277,0.0,9.8,9.76837
0.659,0.04865,0.11605,0.3177,0.17408,-0.0202,0.47655,1.49823,0.07295,0.0,9.8,9.7682
0.66,0.04876,0.11637,0.31846,0.17456,-0.02031,0.47769,1.49822,0.07311,0.0,9.8,9.76804
0.661,0.04888,0.11669,0.31922,0.17504,-0.02042,0.47883,1.49821,0.07329,0.0,9.8,9.76787
0.662,0.049,0.11701,0.31998,0.17552,-0.02054,0.47997,1.4982,0.07347,0.0,9.8,9.7677
0.663,0.04911,0.11733,0.32075,0.176,-0.02065,0.48112,1.49819,0.07364,0.0,9.8,9.76753
0.664,0.04923,0.11765,0.32151,0.17648,-0.02076,0.48227,1.49818,0.07382,0.0,9.8,9.76736
0.665,0.04935,0.11797,0.32228,0.17696,-0.02088,0.48342,1.49817,0.07399,0.0,9.8,9.76719
0.666,0.04947,0.11829,0.32305,0.17744,-0.02099,0.48458,1.49816,0.07417,0.0,9.8,9.76702
0.667,0.04959,0.11862,0.32383,0.17793,-0.02111,0.48574,1.49816,0.07435,0.0,9.8,9.76685
0.668,0.0497,0.11894,0.3246,0.17841,-0.02122,0.4869,1.49815,0.07452,0.0,9.8,9.76668
0.669,0.04982,0.11927,0.32538,0.1789,-0.02134,0.48807,1.49814,0.0747,0.0,9.8,9.7665
0.67,0.04994,0.11959,0.32616,0.17938,-0.02145,0.48924,1.49813,0.07488,0.0,9.8,9.76633
0.671,0.05006,0.11992,0.32694,0.17988,-0.02157,0.49041,1.49812,0.07506,0.0,9.8,9.76615
0.672,0.05018,0.12025,0.32772,0.18038,-0.02169,0.49158,1.49811,0.07524,0.0,9.8,9.76597
0.673,0.0503,0.12058,0.32851,0.18087,-0.02181,0.49276,1.4981,0.07542,0.0,9.8,9.7658
0.674,0.05042,0.1209,0.3293,0.18135,-0.02193,0.49395,1.49809,0.0756,0.0,9.8,9.76562
0.675,0.05054,0.12123,0.33009,0.18184,-0.02205,0.49514,1.49808,0.07578,0.0,9.8,9.76544
0.676,0.05067,0.12156,0.33088,0.18234,-0.02217,0.49632,1.49807,0.07597,0.0,9.8,9.76526
0.677,0.05079,0.1219,0.33167,0.18285,-0.02229,0.4975,1.49807,0.07615,0.0,9.8,9.76508
0.678,0.05091,0.12223,0.33247,0.18334,-0.02241,0.4987,1.49806,0.07633,0.0,9.8,9.76489
0.679,0.05103,0.12256,0.33327,0.18384,-0.02253,0.49991,1.49805,0.07651,0.0,9.8,9.76471
0.68,0.05116,0.12289,0.33407,0.18434,-0.02265,0.5011,1.49804,0.07671,0.0,9.8,9.76453
0.681,0.05128,0.12323,0.33487,0.18484,-0.02278,0.5023,1.49803,0.07689,0.0,9.8,9.76434
0.682,0.0514,0.12356,0.33568,0.18534,-0.0229,0.50352,1.49802,0.07707,0.0,9.8,9.76415
0.683,0.05153,0.1239,0.33648,0.18585,-0.02303,0.50472,1.49801,0.07726,0.0,9.8,9.76397
0.684,0.05165,0.12424,0.33729,0.18636,-0.02315,0.50594,1.498,0.07744,0.0,9.8,9.76378
0.685,0.05177,0.12457,0.3381,0.18686,-0.02328,0.50715,1.49799,0.07762,0.0,9.8,9.76359
0.686,0.0519,0.12491,0.33892,0.18736,-0.0234,0.50838,1.49798,0.07782,0.0,9.8,9.7634
0.687,0.05202,0.12525,0.33973,0.18788,-0.02353,0.5096,1.49797,0.07799,0.0,9.8,9.76321
0.688,0.05215,0.12559,0.34055,0.18839,-0.02366,0.51083,1.49796,0.07819,0.0,9.8,9.76302
0.689,0.05227,0.12593,0.34137,0.18889,-0.02379,0.51206,1.49795,0.07837,0.0,9.8,9.76282
0.69,0.0524,0.12628,0.3422,0.18942,-0.02392,0.5133,1.49794,0.07856,0.0,9.8,9.76263
0.691,0.05253,0.12662,0.34302,0.18993,-0.02405,0.51453,1.49793,0.07876,0.0,9.8,9.76244
0.692,0.05265,0.12696,0.34385,0.19044,-0.02418,0.51578,1.49792,0.07894,0.0,9.8,9.76224
0.693,0.05278,0.12731,0.34468,0.19096,-0.02431,0.51702,1.49791,0.07913,0.0,9.8,9.76204
0.694,0.05291,0.12765,0.34551,0.19148,-0.02444,0.51826,1.4979,0.07933,0.0,9.8,9.76184
0.695,0.05304,0.128,0.34634,0.192,-0.02458,0.51951,1.49789,0.07952,0.0,9.8,9.76165
0.696,0.05316,0.12834,0.34718,0.19251,-0.02471,0.52077,1.49788,0.0797,0.0,9.8,9.76145
0.697,0.05329,0.12869,0.34802,0.19304,-0.02484,0.52203,1.49787,0.0799,0.0,9.8,9.76124
0.698,0.05342,0.12904,0.34886,0.19356,-0.02498,0.52329,1.49786,0.08009,0.0,9.8,9.76104
0.699,0.05355,0.12939,0.3497,0.19408,-0.02511,0.52455,1.49785,0.08029,0.0,9.8,9.76084
0.7,0.05368,0.12974,0.35055,0.19461,-0.02525,0.52582,1.49784,0.08048,0.0,9.8,9.76064
0.701,0.05381,0.13009,0.3514,0.19514,-0.02539,0.5271,1.49783,0.08068,0.0,9.8,9.76043
0.702,0.05394,0.13044,0.35224,0.19566,-0.02552,0.52836,1.49782,0.08087,0.0,9.8,9.76022
0.703,0.05407,0.13079,0.3531,0.19618,-0.02566,0.52965,1.49781,0.08107,0.0,9.8,9.76002
0.704,0.0542,0.13115,0.35395,0.19672,-0.0258,0.53092,1.4978,0.08126,0.0,9.8,9.75981
0.705,0.05433,0.1315,0.35481,0.19725,-0.02594,0.53222,1.49779,0.08145,0.0,9.8,9.7596
0.706,0.05447,0.13186,0.35567,0.19779,-0.02608,0.5335,1.49778,0.08166,0.0,9.8,9.75939
0.707,0.0546,0.13221,0.35653,0.19832,-0.02622,0.5348,1.49776,0.08186,0.0,9.8,9.75918
0.708,0.05473,0.13257,0.35739,0.19886,-0.02636,0.53608,1.49775,0.08205,0.0,9.8,9.75896
0.709,0.05486,0.13293,0.35826,0.1994,-0.02651,0.53739,1.49774,0.08225,0.0,9.8,9.75875
0.71,0.055,0.13329,0.35913,0.19993,-0.02665,0.5387,1.49773,0.08246,0.0,9.8,9.75854
0.711,0.05513,0.13365,0.36,0.20048,-0.02679,0.54,1.49772,0.08265,0.0,9.8,9.75832
0.712,0.05526,0.13401,0.36087,0.20102,-0.02694,0.5413,1.49771,0.08285,0.0,9.8,9.7581
0.713,0.0554,0.13437,0.36175,0.20156,-0.02708,0.54262,1.4977,0.08306,0.0,9.8,9.75788
0.714,0.05553,0.13473,0.36262,0.20209,-0.02723,0.54393,1.49769,0.08325,0.0,9.8,9.75766
0.715,0.05567,0.13509,0.3635,0.20263,-0.02737,0.54525,1.49768,0.08346,0.0,9.8,9.75744
0.716,0.0558,0.13546,0.36439,0.20319,-0.02752,0.54658,1.49767,0.08366,0.0,9.8,9.75722
0.717,0.05594,0.13582,0.36527,0.20373,-0.02767,0.5479,1.49765,0.08387,0.0,9.8,9.757
0.718,0.05607,0.13619,0.36616,0.20428,-0.02782,0.54924,1.49764,0.08406,0.0,9.8,9.75678
0.719,0.05621,0.13655,0.36705,0.20482,-0.02797,0.55058,1.49763,0.08427,0.0,9.8,9.75655
0.72,0.05635,0.13692,0.36794,0.20538,-0.02812,0.55191,1.49762,0.08448,0.0,9.8,9.75633
0.721,0.05648,0.13729,0.36883,0.20593,-0.02827,0.55324,1.49761,0.08467,0.0,9.8,9.7561
0.722,0.05662,0.13766,0.36973,0.20649,-0.02843,0.55459,1.4976,0.08488,0.0,9.8,9.75587
0.723,0.05676,0.13803,0.37063,0.20705,-0.02858,0.55594,1.49758,0.08509,0.0,9.8,9.75564
0.724,0.0569,0.1384,0.37153,0.2076,-0.02873,0.5573,1.49757,0.0853,0.0,9.8,9.75541
0.725,0.05704,0.13877,0.37243,0.20816,-0.02889,0.55864,1.49756,0.08551,0.0,9.8,9.75518
0.726,0.05718,0.13915,0.37334,0.20872,-0.02904,0.56001,1.49755,0.08572,0.0,9.8,9.75494
0.727,0.05731,0.13952,0.37425,0.20928,-0.0292,0.56138,1.49754,0.08592,0.0,9.8,9.75471
0.728,0.05745,0.13989,0.37516,0.20984,-0.02935,0.56274,1.49753,0.08613,0.0,9.8,9.75447
0.729,0.05759,0.14027,0.37608,0.2104,-0.02951,0.56412,1.49751,0.08634,0.0,9.8,9.75424
0.73,0.05773,0.14065,0.37699,0.21098,-0.02967,0.56548,1.4975,0.08655,0.0,9.8,9.754
0.731,0.05788,0.14102,0.37791,0.21153,-0.02983,0.56687,1.49749,0.08677,0.0,9.8,9.75376
0.732,0.05802,0.1414,0.37883,0.2121,-0.02999,0.56824,1.49748,0.08698,0.0,9.8,9.75352
0.733,0.05816,0.14178,0.37975,0.21267,-0.03015,0.56962,1.49746,0.08719,0.0,9.8,9.75328
0.734,0.0583,0.14216,0.38068,0.21324,-0.03031,0.57102,1.49745,0.0874,0.0,9.8,9.75303
0.735,0.05844,0.14254,0.38161,0.21381,-0.03048,0.57242,1.49744,0.08761,0.0,9.8,9.75279
0.736,0.05859,0.14293,0.38254,0.2144,-0.03064,0.57381,1.49743,0.08783,0.0,9.8,9.75255
0.737,0.05873,0.14331,0.38347,0.21496,-0.03081,0.5752,1.49741,0.08804,0.0,9.8,9.7523
0.738,0.05887,0.14369,0.38441,0.21554,-0.03097,0.57662,1.4974,0.08825,0.0,9.8,9.75205
0.739,0.05902,0.14408,0.38535,0.21612,-0.03114,0.57802,1.49739,0.08848,0.0,9.8,9.7518
0.74,0.05916,0.14446,0.38629,0.21669,-0.0313,0.57944,1.49738,0.08869,0.0,9.8,9.75155
0.741,0.0593,0.14485,0.38723,0.21728,-0.03147,0.58085,1.49736,0.0889,0.0,9.8,9.7513
0.742,0.05945,0.14524,0.38818,0.21786,-0.03164,0.58227,1.49735,0.08912,0.0,9.8,9.75105
0.743,0.0596,0.14563,0.38913,0.21844,-0.03181,0.5837,1.49734,0.08935,0.0,9.8,9.75079
0.744,0.05974,0.14602,0.39008,0.21903,-0.03198,0.58512,1.49732,0.08956,0.0,9.8,9.75054
0.745,0.05989,0.14641,0.39103,0.21962,-0.03215,0.58654,1.49731,0.08978,0.0,9.8,9.75028
0.746,0.06003,0.1468,0.39199,0.2202,-0.03233,0.58798,1.4973,0.08999,0.0,9.8,9.75002
0.747,0.06018,0.14719,0.39295,0.22078,-0.0325,0.58943,1.49728,0.09022,0.0,9.8,9.74976
0.748,0.06033,0.14758,0.39391,0.22137,-0.03267,0.59086,1.49727,0.09044,0.0,9.8,9.7495
0.749,0.06048,0.14798,0.39487,0.22197,-0.03285,0.5923,1.49726,0.09066,0.0,9.8,9.74924
0.75,0.06062,0.14837,0.39584,0.22256,-0.03302,0.59376,1.49724,0.09087,0.0,9.8,9.74897
0.751,0.06077,0.14877,0.39681,0.22316,-0.0332,0.59522,1.49723,0.0911,0.0,9.8,9.74871
0.752,0.06092,0.14917,0.39778,0.22375,-0.03338,0.59667,1.49722,0.09132,0.0,9.8,9.74844
0.753,0.06107,0.14956,0.39875,0.22434,-0.03355,0.59812,1.4972,0.09155,0.0,9.8,9.74818
0.754,0.06122,0.14996,0.39973,0.22494,-0.03373,0.5996,1.49719,0.09177,0.0,9.8,9.74791
0.755,0.06137,0.15036,0.40071,0.22554,-0.03391,0.60106,1.49718,0.092,0.0,9.8,9.74764
0.756,0.06152,0.15077,0.40169,0.22616,-0.0341,0.60254,1.49716,0.09222,0.0,9.8,9.74736
0.757,0.06167,0.15117,0.40267,0.22676,-0.03428,0.604,1.49715,0.09245,0.0,9.8,9.74709
0.758,0.06182,0.15157,0.40366,0.22736,-0.03446,0.60549,1.49713,0.09267,0.0,9.8,9.74682
0.759,0.06198,0.15198,0.40465,0.22797,-0.03465,0.60698,1.49712,0.09291,0.0,9.8,9.74654
0.76,0.06213,0.15238,0.40564,0.22857,-0.03483,0.60846,1.49711,0.09314,0.0,9.8,9.74626
0.761,0.06228,0.15279,0.40664,0.22919,-0.03502,0.60996,1.49709,0.09336,0.0,9.8,9.74598
0.762,0.06243,0.15319,0.40763,0.22978,-0.0352,0.61144,1.49708,0.09358,0.0,9.8,9.7457
0.763,0.06259,0.1536,0.40864,0.2304,-0.03539,0.61296,1.49706,0.09382,0.0,9.8,9.74542
0.764,0.06274,0.15401,0.40964,0.23102,-0.03558,0.61446,1.49705,0.09405,0.0,9.8,9.74514
0.765,0.0629,0.15442,0.41064,0.23163,-0.03577,0.61596,1.49703,0.09429,0.0,9.8,9.74485
0.766,0.06305,0.15483,0.41165,0.23224,-0.03596,0.61748,1.49702,0.09451,0.0,9.8,9.74457
0.767,0.0632,0.15524,0.41266,0.23286,-0.03615,0.61899,1.49701,0.09474,0.0,9.8,9.74428
0.768,0.06336,0.15566,0.41368,0.23349,-0.03635,0.62052,1.49699,0.09498,0.0,9.8,9.74399
0.769,0.06352,0.15607,0.41469,0.2341,-0.03654,0.62204,1.49697,0.09522,0.0,9.8,9.7437
0.77,0.06367,0.15649,0.41571,0.23473,-0.03673,0.62356,1.49696,0.09544,0.0,9.8,9.74341
0.771,0.06383,0.1569,0.41673,0.23535,-0.03693,0.62509,1.49695,0.09568,0.0,9.8,9.74312
0.772,0.06399,0.15732,0.41776,0.23598,-0.03712,0.62664,1.49693,0.09592,0.0,9.8,9.74282
0.773,0.06414,0.15774,0.41878,0.23661,-0.03732,0.62817,1.49692,0.09614,0.0,9.8,9.74252
0.774,0.0643,0.15816,0.41981,0.23724,-0.03752,0.62972,1.4969,0.09638,0.0,9.8,9.74223
0.775,0.06446,0.15858,0.42085,0.23787,-0.03772,0.63128,1.49688,0.09662,0.0,9.8,9.74193
0.776,0.06462,0.159,0.42188,0.2385,-0.03792,0.63282,1.49687,0.09686,0.0,9.8,9.74163
0.777,0.06478,0.15942,0.42292,0.23913,-0.03812,0.63438,1.49685,0.0971,0.0,9.8,9.74132
0.778,0.06494,0.15985,0.42396,0.23978,-0.03833,0.63594,1.49684,0.09734,0.0,9.8,9.74102
0.779,0.0651,0.16027,0.425,0.2404,-0.03853,0.6375,1.49682,0.09758,0.0,9.8,9.74071
0.78,0.06526,0.1607,0.42605,0.24105,-0.03874,0.63907,1.49681,0.09782,0.0,9.8,9.74041
0.781,0.06542,0.16112,0.4271,0.24168,-0.03894,0.64065,1.49679,0.09806,0.0,9.8,9.7401
0.782,0.06558,0.16155,0.42815,0.24232,-0.03915,0.64222,1.49678,0.0983,0.0,9.8,9.73979
0.783,0.06574,0.16198,0.42921,0.24297,-0.03936,0.64382,1.49676,0.09854,0.0,9.8,9.73947
0.784,0.0659,0.16241,0.43026,0.24362,-0.03957,0.64539,1.49674,0.09878,0.0,9.8,9.73916
0.785,0.06607,0.16284,0.43132,0.24426,-0.03978,0.64698,1.49673,0.09903,0.0,9.8,9.73885
0.786,0.06623,0.16327,0.43239,0.2449,-0.03999,0.64858,1.49671,0.09927,0.0,9.8,9.73853
0.787,0.06639,0.1637,0.43345,0.24555,-0.0402,0.65017,1.4967,0.09951,0.0,9.8,9.73821
0.788,0.06656,0.16414,0.43452,0.24621,-0.04041,0.65178,1.49668,0.09977,0.0,9.8,9.73789
0.789,0.06672,0.16457,0.43559,0.24686,-0.04062,0.65338,1.49666,0.10001,0.0,9.8,9.73757
0.79,0.06689,0.16501,0.43667,0.24752,-0.04084,0.65501,1.49665,0.10026,0.0,9.8,9.73724
0.791,0.06705,0.16545,0.43774,0.24818,-0.04106,0.65661,1.49663,0.1005,0.0,9.8,9.73692
0.792,0.06722,0.16588,0.43882,0.24882,-0.04127,0.65823,1.49661,0.10075,0.0,9.8,9.73659
0.793,0.06738,0.16632,0.43991,0.24948,-0.04149,0.65986,1.4966,0.10099,0.0,9.8,9.73626
0.794,0.06755,0.16676,0.44099,0.25014,-0.04171,0.66148,1.49658,0.10125,0.0,9.8,9.73593
0.795,0.06772,0.16721,0.44208,0.25082,-0.04194,0.66312,1.49656,0.1015,0.0,9.8,9.7356
0.796,0.06788,0.16765,0.44317,0.25148,-0.04216,0.66476,1.49655,0.10174,0.0,9.8,9.73527
0.797,0.06805,0.16809,0.44427,0.25214,-0.04238,0.6664,1.49653,0.102,0.0,9.8,9.73493
0.798,0.06822,0.16854,0.44536,0.25281,-0.04261,0.66804,1.49651,0.10225,0.0,9.8,9.7346
0.799,0.06839,0.16898,0.44646,0.25347,-0.04283,0.66969,1.49649,0.10251,0.0,9.8,9.73426
0.8,0.06856,0.16943,0.44757,0.25414,-0.04306,0.67136,1.49648,0.10276,0.0,9.8,9.73392
0.801,0.06873,0.16988,0.44867,0.25482,-0.04329,0.67301,1.49646,0.10301,0.0,9.8,9.73358
0.802,0.0689,0.17033,0.44978,0.2555,-0.04352,0.67467,1.49644,0.10327,0.0,9.8,9.73323
0.803,0.06907,0.17078,0.45089,0.25617,-0.04375,0.67634,1.49642,0.10352,0.0,9.8,9.73289
0.804,0.06924,0.17123,0.45201,0.25684,-0.04398,0.67802,1.49641,0.10378,0.0,9.8,9.73254
0.805,0.06941,0.17168,0.45312,0.25752,-0.04421,0.67968,1.49639,0.10403,0.0,9.8,9.73219
0.806,0.06958,0.17214,0.45424,0.25821,-0.04445,0.68136,1.49637,0.10429,0.0,9.8,9.73184
0.807,0.06976,0.17259,0.45537,0.25888,-0.04468,0.68306,1.49635,0.10456,0.0,9.8,9.73149
0.808,0.06993,0.17305,0.45649,0.25958,-0.04492,0.68474,1.49633,0.10481,0.0,9.8,9.73113
0.809,0.0701,0.1735,0.45762,0.26025,-0.04515,0.68643,1.49632,0.10506,0.0,9.8,9.73078
0.81,0.07028,0.17396,0.45876,0.26094,-0.04539,0.68814,1.4963,0.10533,0.0,9.8,9.73042
0.811,0.07045,0.17442,0.45989,0.26163,-0.04563,0.68984,1.49628,0.10559,0.0,9.8,9.73006
0.812,0.07062,0.17488,0.46103,0.26232,-0.04587,0.69154,1.49626,0.10584,0.0,9.8,9.72969
0.813,0.0708,0.17534,0.46217,0.26301,-0.04612,0.69326,1.49624,0.10611,0.0,9.8,9.72933
0.814,0.07098,0.17581,0.46331,0.26371,-0.04636,0.69496,1.49622,0.10638,0.0,9.8,9.72897
0.815,0.07115,0.17627,0.46446,0.2644,-0.04661,0.69669,1.4962,0.10663,0.0,9.8,9.7286
0.816,0.07133,0.17673,0.46561,0.26509,-0.04685,0.69842,1.49619,0.1069,0.0,9.8,9.72823
0.817,0.0715,0.1772,0.46677,0.2658,-0.0471,0.70016,1.49617,0.10716,0.0,9.8,9.72786
0.818,0.07168,0.17767,0.46792,0.2665,-0.04735,0.70188,1.49615,0.10743,0.0,9.8,9.72748
0.819,0.07186,0.17814,0.46908,0.26721,-0.0476,0.70362,1.49613,0.1077,0.0,9.8,9.72711
0.82,0.07204,0.17861,0.47024,0.26792,-0.04785,0.70536,1.49611,0.10797,0.0,9.8,9.72673
0.821,0.07222,0.17908,0.47141,0.26862,-0.0481,0.70712,1.49609,0.10824,0.0,9.8,9.72635
0.822,0.0724,0.17955,0.47258,0.26932,-0.04836,0.70887,1.49607,0.10851,0.0,9.8,9.72597
0.823,0.07258,0.18002,0.47375,0.27003,-0.04861,0.71062,1.49605,0.10877,0.0,9.8,9.72559
0.824,0.07276,0.1805,0.47492,0.27075,-0.04887,0.71238,1.49603,0.10904,0.0,9.8,9.7252
0.825,0.07294,0.18097,0.4761,0.27146,-0.04913,0.71415,1.49601,0.10931,0.0,9.8,9.72482
0.826,0.07312,0.18145,0.47728,0.27218,-0.04939,0.71592,1.49599,0.10958,0.0,9.8,9.72443
0.827,0.0733,0.18193,0.47847,0.2729,-0.04965,0.7177,1.49597,0.10985,0.0,9.8,9.72404
0.828,0.07348,0.18241,0.47965,0.27362,-0.04991,0.71948,1.49595,0.11012,0.0,9.8,9.72365
0.829,0.07366,0.18289,0.48084,0.27434,-0.05017,0.72126,1.49593,0.11039,0.0,9.8,9.72325
0.83,0.07385,0.18337,0.48204,0.27506,-0.05044,0.72306,1.49591,0.11067,0.0,9.8,9.72285
0.831,0.07403,0.18385,0.48323,0.27578,-0.0507,0.72484,1.49589,0.11094,0.0,9.8,9.72246
0.832,0.07422,0.18433,0.48443,0.2765,-0.05097,0.72664,1.49587,0.11123,0.0,9.8,9.72206
0.833,0.0744,0.18482,0.48563,0.27723,-0.05124,0.72844,1.49585,0.1115,0.0,9.8,9.72165
0.834,0.07459,0.1853,0.48684,0.27795,-0.0515,0.73026,1.49583,0.11178,0.0,9.8,9.72125
0.835,0.07477,0.18579,0.48805,0.27868,-0.05178,0.73208,1.49581,0.11205,0.0,9.8,9.72084
0.836,0.07496,0.18628,0.48926,0.27942,-0.05205,0.73389,1.49579,0.11233,0.0,9.8,9.72043
0.837,0.07514,0.18677,0.49048,0.28016,-0.05232,0.73572,1.49577,0.1126,0.0,9.8,9.72002
0.838,0.07533,0.18726,0.49169,0.28089,-0.0526,0.73754,1.49575,0.11289,0.0,9.8,9.71961
0.839,0.07552,0.18775,0.49292,0.28162,-0.05288,0.73938,1.49572,0.11317,0.0,9.8,9.71919
0.84,0.07571,0.18825,0.49414,0.28238,-0.05316,0.74121,1.4957,0.11346,0.0,9.8,9.71877
0.841,0.07589,0.18874,0.49537,0.28311,-0.05343,0.74306,1.49568,0.11373,0.0,9.8,9.71835
0.842,0.07608,0.18924,0.4966,0.28386,-0.05372,0.7449,1.49566,0.11401,0.0,9.8,9.71793
